attention,meditation,delta,theta,lowAplha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
57,88,3376642,356061,82247,29587,207942,81183,27054,36819
57,88,3074872,211935,91164,93067,295677,58027,94203,60065
57,88,830573,315732,70176,200171,399915,202389,77773,38563
57,88,1265590,96434,123194,311790,308551,272935,296503,292643
57,88,511866,218427,263079,235762,110731,22441,17212,8388
57,88,733473,396468,94713,76158,358345,226359,50848,10330
57,88,592008,252299,74739,119650,118645,45350,44510,24463
37,74,1608274,417066,103398,67913,152747,310286,91314,54959
37,74,488719,321523,134308,81207,143577,452217,71352,21430
37,74,520033,48363,18008,20478,6252,1396,570,643
29,60,218308,162453,15988,16443,5216,9562,5739,1474
29,60,877734,260772,11685,59664,33476,86284,25738,12035
29,60,1599540,597767,282982,73035,59234,44265,18640,15210
29,60,789152,35793,29425,6571,19738,9679,2350,1010
29,60,2358909,545815,352900,254558,472722,214326,76189,53122
29,60,2473791,2340056,201612,146149,500000,371035,527713,402841
29,60,2076691,47054,112145,44655,87501,142053,80748,54486
29,60,752752,99184,25900,36475,39125,144289,143601,48801
29,60,667789,142923,14297,11643,11943,34904,20990,8225
29,60,1215912,412352,7833,12933,17558,19517,4952,1428
29,60,2487158,1045660,96368,141430,287728,264407,165977,190728
29,60,962910,51237,47882,54646,101990,119144,57040,21493
37,40,2457929,25661,18021,14568,6017,12492,1952,767
37,40,446200,44750,16741,11795,15769,13770,4978,1451
37,40,797403,33612,15561,12169,13686,18873,4031,1886
37,40,599524,1465287,193036,39631,38490,73159,36478,39860
37,43,485887,21495,24764,10195,7450,8468,4292,2718
44,48,322893,76204,44095,9079,20478,13825,18271,9539
48,48,322482,363120,24089,56581,138966,32080,72436,7651
47,70,1433432,45712,60486,32725,26965,24335,24690,4870
43,29,546387,66807,2360,5781,14730,7876,4212,1911
47,41,1192485,1194770,177398,95566,140392,685865,368513,705989
47,41,551063,77622,83653,30069,39087,20439,11022,2184
47,41,698353,108657,46607,50592,54554,35442,31793,31225
47,41,782081,226851,168022,116719,118434,216962,148103,43496
41,67,778325,10973,5132,844,2547,759,330,266
38,66,1126486,9625,60817,32573,89811,11865,21026,10213
29,77,406556,757481,59553,103531,59488,35638,35087,5682
30,75,124395,31244,12071,21807,12425,8179,3473,3298
30,75,1060858,11634,9781,5664,6413,8546,9088,2862
40,74,389751,8994,1841,2980,2206,1364,1559,265
40,34,1996260,72269,6903,2118,33018,8698,2630,2017
48,47,1868094,132732,27551,30728,31133,19387,6284,4416
53,56,2341049,37452,64598,11172,9058,39248,5430,2031
57,48,2457020,86917,17567,12513,14096,24497,7646,5855
57,74,2409277,208647,37524,28911,32884,38995,3077,2039
57,74,1623385,1207947,838894,727293,471117,228056,62697,81265
57,74,404803,50372,2423,6994,3678,2704,672,288
57,74,1724547,378473,66760,220069,96808,186524,32233,12026
57,74,117973,26962,9310,14533,14568,37933,5868,2234
54,67,33519,11489,2018,1876,4132,963,515,227
54,67,1708643,102486,47242,34353,51870,22847,20871,10696
54,67,823433,117176,91185,34222,76838,58937,21003,3336
44,67,80839,7102,9577,7012,1539,2600,4595,1108
40,77,1800183,52932,17345,22596,6865,10543,15588,1434
43,66,1085282,221292,21001,69191,143813,49392,17961,3654
37,48,610728,106533,21460,25123,61957,39810,10281,11091
40,35,679327,44474,9377,12261,41645,13346,8445,3635
41,38,91623,16121,5235,1436,4359,4463,2764,603
54,48,2392205,981240,837675,319110,246889,591584,187301,43487
66,60,896714,21148,39761,2275,12805,13408,8193,2278
63,53,244192,67928,3856,7484,12110,9595,4222,270
63,75,784731,43580,28856,120376,39741,36716,8309,3836
63,75,384263,8728,3918,6896,5117,3423,2308,835
63,75,754666,118073,58507,15949,23242,31640,25515,7061
63,75,1951422,3091786,38293,637162,506205,274809,149176,63699
63,75,1354108,631308,220783,36270,73134,140032,77463,110605
63,75,1410909,72362,25462,42963,32516,7018,4294,984
63,75,1733642,57512,9578,26141,3995,6692,2471,3183
60,69,954731,124107,93803,83074,52560,51397,22378,13817
60,69,1091025,33378,2292,1072,2380,4308,1844,661
60,69,2407482,50572,10256,32049,42431,11609,15632,1370
60,69,982575,1662198,488551,306948,110969,215064,129409,40927
60,69,562923,312164,223289,229291,142116,146700,157362,143204
60,69,644105,55243,5844,10594,4682,4747,1251,641
60,69,1595585,33351,16230,28854,51609,53595,11784,563
57,50,1261807,77103,49449,13496,45325,21620,8198,2987
57,43,1211145,91108,1468,17389,19242,13687,2780,8983
44,43,30851,27818,49590,30937,4524,6218,7083,4480
51,34,1188522,104537,5407,59255,83240,49408,43043,40068
51,34,984660,499283,677477,421489,158458,147929,285563,107630
51,34,304321,9965,2573,9408,4327,7423,1131,1008
51,34,1015876,189364,26240,70134,47673,33324,14388,8211
51,34,1959133,1196560,34092,118423,147245,138203,53162,17218
51,34,827684,67809,4052,44313,41088,31628,8795,2450
51,34,638746,42641,80790,52467,45188,116803,57462,61578
51,34,1599403,407094,51002,123311,269951,259022,81800,21163
38,26,860932,230902,22538,44735,45772,15661,6438,3861
34,34,387346,150960,10282,36850,33448,19651,6379,2975
48,4,355666,24995,10854,492,7233,6611,1431,965
26,26,949574,99386,232676,19943,33202,17882,7978,2006
23,17,591931,282021,7760,36308,41715,12801,9688,3642
30,23,83830,18445,2688,4975,5048,4164,1818,821
26,17,534099,138842,38375,1715,38079,21049,8298,3718
50,7,180029,119719,22407,20219,9202,11931,3781,354
50,7,533664,9086,3660,2052,2694,1834,772,255
56,4,847976,62608,19083,9615,37344,26628,4582,1619
61,11,140016,19288,1597,7090,2979,5255,1663,669
43,8,1609958,292894,33121,36792,19437,13807,7286,8735
54,4,1058130,45822,1175,16769,21443,12527,3466,1654
43,16,167376,81987,63852,17745,31420,18332,8527,5991
44,30,77090,17498,19274,16621,7813,12820,1439,12513
50,37,66232,24166,2607,10640,11407,7369,6148,2499
54,14,815213,572623,47547,48003,42610,110506,29114,14199
44,17,112294,25068,44146,8795,13073,9157,6243,4831
61,10,144284,82756,8083,12765,29736,19817,7661,9865
56,8,17395,48826,8267,9378,13807,8570,4030,7367
64,27,12575,9928,5920,6187,5354,6503,4555,5128
67,14,90571,36345,2219,19100,9536,9038,3872,3320
74,24,403167,145127,63125,22853,43628,70782,39795,8851
74,24,966760,61490,41097,12821,47695,52863,37142,75181
74,24,845911,142963,164667,191672,46038,97455,68878,79048
74,24,1208350,151944,78789,73850,77793,128397,53212,65252
74,24,2345063,239806,163027,175679,53438,172951,185633,94326
74,24,2100348,464110,34223,51537,158317,378414,133000,23983
84,26,1430472,94745,4775,4846,13541,33302,8461,4531
77,41,204005,3117,2674,2562,2210,1467,1523,315
77,41,1319330,119996,18328,21528,10494,20682,21262,2056
77,75,343143,34383,77520,16669,36550,26978,6324,2071
77,75,1709945,120496,11969,10767,62059,25375,16834,3150
77,75,572649,85524,2517,10292,16430,8729,8677,3173
77,75,1437954,119179,155375,191954,223453,93232,74541,45422
80,91,68572,40032,23824,7570,17727,33058,5253,2031
80,91,1778053,286726,611980,166037,246981,107069,90595,118556
80,91,618997,640205,304353,77141,108880,205875,93705,59735
80,91,1765153,467503,12205,118377,42936,111125,27577,21856
80,91,1708813,203665,7867,59093,9384,28038,18427,7370
80,91,419098,113654,60600,99675,38805,29319,13315,8572
66,81,746928,72624,10600,71261,23275,15495,9478,8515
41,75,295671,91187,24872,10510,16307,8638,5648,4371
38,50,1335369,255461,8171,122111,112869,86369,17021,7784
44,41,714824,36470,31021,33836,57368,65282,9113,6602
66,26,612851,556824,8244,6183,39184,37729,33875,4686
66,26,2669559,190093,49525,65402,109821,112507,69285,82651
66,26,1182861,78521,15300,18631,10809,6221,1256,671
66,26,1053392,50774,5186,5565,2898,3808,1126,497
66,26,1744324,67068,30208,66861,55719,72252,17905,2884
63,30,1103940,181029,44037,26571,34208,51539,4071,2777
38,34,1598846,89901,22028,8924,35902,16829,5449,1558
27,38,522735,66431,49092,10186,8328,26939,2542,1930
47,66,1556256,182894,116991,73354,88525,68029,8732,6754
50,80,2363472,92556,132319,73699,44402,75799,15477,8306
43,80,89115,46274,6068,11890,24144,6382,3389,1277
40,75,72884,32074,17709,9159,22787,11095,6873,3989
44,74,733695,79439,40673,40588,57195,42376,14443,8447
38,84,352345,12389,15666,8356,9372,8537,1715,1757
41,77,34385,81449,28482,9865,126652,25378,16642,6500
29,84,414172,79708,90508,74887,53108,29838,15426,10168
29,84,851420,52134,98900,18278,16656,20139,12754,1142
29,84,164191,40867,22153,86829,126299,66089,9212,11914
29,84,380810,104674,83843,31346,88042,133356,58615,34006
29,84,1004780,43069,26901,48271,43499,19233,4479,1371
29,84,682723,261845,27930,24762,11103,29065,17114,18356
29,84,171155,36785,9303,7806,46033,87617,10487,16972
63,80,123952,4399,9182,2065,5026,6495,1683,336
63,80,1320709,147039,26393,104423,330045,79088,25951,8651
63,80,347076,68548,48614,45326,24582,64450,19983,13385
63,77,56741,15919,5904,6392,5847,6642,1494,190
63,77,890754,111342,20972,46388,83303,48901,10496,7074
63,77,2563161,179737,162981,203023,163939,176526,68047,41699
63,77,135125,10578,5134,1090,3119,16633,14247,7685
63,77,669248,87068,13442,7479,5345,3545,3552,996
63,77,48974,206206,210736,158316,49071,61089,6400,7458
63,77,1043309,112495,22596,47955,16378,26357,9057,2708
63,77,208818,26150,6618,5643,2112,4129,309,147
63,77,1162115,579385,37700,41222,37296,49732,23551,21461
63,77,349377,18056,7252,2775,3539,6263,647,755
63,77,231558,26289,14642,12896,33953,22104,6165,2805
63,77,581461,695251,196538,243119,109994,123855,93565,45246
63,77,565880,85295,1686,6353,4540,10823,2686,493
75,77,1122035,68450,11461,10440,19464,41519,12002,2423
80,63,269426,133791,12119,41889,32039,29685,6205,3978
80,63,1748339,142695,32337,6993,39056,52179,19792,3362
80,63,582670,47201,3558,31820,29601,17328,4990,2556
80,63,787384,80284,19982,36878,22893,30135,5296,906
40,51,387538,41432,6633,9916,11631,3583,2467,2484
8,54,109392,119584,13855,21162,22963,9608,14033,5555
24,53,753714,30915,4495,29702,90706,29306,3132,2201
24,53,1374791,247646,304084,82020,32584,42085,15904,4350
37,51,52157,2183,1310,272,4225,990,930,266
54,43,486536,153914,24688,10884,76056,34107,9754,12535
63,51,157789,36752,13047,26084,13374,7740,1290,1333
63,51,1446223,108220,74266,54202,16441,26905,5705,2395
63,51,2633097,26087,28172,10759,11315,5137,1591,863
63,51,2365346,227387,271019,465744,445018,404479,48467,19507
63,51,320033,134827,105369,82951,90291,44269,26216,10771
63,51,1694137,317673,260123,165085,16120,187782,60593,5725
63,51,1070996,446294,99889,69379,116868,54872,47303,54690
38,54,676800,54948,14560,8848,17099,7203,4151,1605
38,54,1649700,40762,10838,43463,92606,13493,8815,2401
30,51,340221,212504,191604,72339,143334,99017,40668,63496
30,51,1886399,1824738,738733,602270,357191,273782,214886,74866
30,51,748055,95460,47965,13981,15160,20211,6616,1742
30,51,1503838,17909,5387,1796,2134,8000,4310,662
24,54,2207528,179913,10949,33644,46362,28167,5515,2006
24,54,445159,12831,4485,14122,14665,41738,11328,8769
64,43,674151,82026,11568,12514,39293,54686,2231,2873
34,64,96685,24441,19212,5189,7776,1639,3270,1476
35,53,550785,373474,52675,10959,50404,92525,6967,7638
24,56,229212,290963,80398,23940,188928,109383,20905,8239
24,56,252463,55534,35798,22719,13241,26954,11038,3526
24,56,1251892,49893,14544,6368,6622,3337,2774,895
24,56,742208,114606,18986,26481,133869,48258,7899,3628
27,44,134727,19814,2473,851,2861,1367,512,573
27,44,929544,89949,32888,51636,32045,28094,3845,2305
27,35,540988,393403,31857,50951,26860,15436,5969,7838
11,41,510011,94119,18899,21086,21864,10083,3052,7049
1,38,33682,95171,3907,14221,30857,9250,2129,5351
3,43,177969,71273,10192,12363,18982,8538,4821,1267
3,43,1045297,65534,9023,15850,17927,15275,2191,1666
3,43,205947,35110,8731,17955,19141,35323,11129,10635
3,43,1185609,453462,198066,122783,59270,147613,111625,52733
3,43,299036,11204,1733,3917,5766,2924,1153,432
20,56,358974,9715,8578,3281,3999,2126,1222,725
48,57,54036,14994,9746,20867,42579,24733,6340,6258
53,63,520651,75524,4229,28231,42757,13386,14327,5765
69,63,85871,57710,17623,13406,47271,24991,5270,5075
61,51,430738,215262,40070,15947,32275,15916,12510,3387
56,38,216892,58488,5255,3247,16697,29914,15553,3289
64,48,1835525,119251,18803,33938,35113,47748,9810,2095
64,48,710851,83056,29953,9303,2789,12531,7631,3892
64,48,949153,16052,2391,1988,3724,3757,710,567
64,48,1196769,71697,71195,63217,67354,304390,312379,172859
64,48,360005,52447,66487,37822,29907,165477,169682,157690
64,48,1769765,419961,122003,414755,630748,266232,13839,20993
54,50,294140,7620,2758,332,272,1710,397,529
47,64,1255882,55329,28096,11246,23155,9407,2098,2123
21,43,101495,64702,2343,1499,2035,1843,877,1507
21,43,1680891,102984,3681,9413,26981,22342,2606,1138
21,43,2454148,40302,11779,12326,7929,3651,498,443
13,37,1467631,1438610,44867,172929,94242,115110,81528,58627
13,47,336921,63263,62883,23761,51510,18339,6989,2164
13,47,1747946,89784,68580,20517,10460,9913,5303,1542
13,47,1905477,188463,60442,93791,40258,173048,59823,11609
13,47,443346,66430,36615,1462,5964,15686,1024,839
11,43,402659,310187,84980,42479,70000,37699,11818,3663
67,74,84807,5412,646,5763,4855,6021,2834,529
67,74,366404,40598,36295,21674,16852,20477,4056,4139
81,60,328983,44635,9605,2354,18200,17937,3190,1472
77,56,41731,62721,11113,7040,2423,4357,2071,1144
83,63,2185716,44725,196121,90716,88702,180414,9554,14125
83,63,1777258,827767,146627,127410,53765,132409,40456,11536
83,63,2024433,334510,140717,223908,75816,111238,21050,10788
83,63,520078,135165,15892,24987,125569,117411,31477,24595
77,56,260759,18989,3875,3400,5751,8109,843,644
57,67,733220,473314,192491,101662,104151,56335,24253,13861
67,74,266146,121158,37985,58611,65632,26708,6235,2144
37,64,234566,81023,18264,34744,40051,6322,4846,6290
27,70,83746,62182,11231,26981,16151,15440,21417,3601
14,66,26127,65671,22949,15944,9937,6427,3852,2197
27,63,145279,84723,17346,19570,49426,13943,6783,4111
24,67,45154,24890,38125,14026,31084,9769,6867,2700
40,75,88544,50106,19529,60839,51414,26594,3383,2404
38,61,583659,107978,11297,3216,11672,6482,5180,1423
48,67,819566,78122,12151,55082,23368,35612,5218,6526
54,61,649847,70653,18803,28252,44891,24731,4431,1842
47,61,153142,56100,24576,43102,40984,13670,17370,7611
54,70,42544,91727,29437,13088,28811,13803,4567,2779
57,66,10429,18138,2545,10237,13682,10854,2420,3965
66,74,223338,10550,5727,25379,19211,18283,2801,1822
64,60,1449634,228939,15838,29299,21590,26848,7975,3106
61,48,735951,90841,28594,61061,129055,104569,9345,1409
61,48,813501,61310,41820,40717,12452,36794,4572,6124
54,53,2393062,1044507,440554,318598,362883,212707,112379,13362
75,56,254872,21903,1033,2586,7122,4886,354,514
75,56,916,424,156,108,63,29,13,6
75,56,70519,6044,6237,1989,526,1446,1480,310
75,56,1462724,294145,220549,61974,83689,35576,13812,13520
75,56,600362,35333,2330,5854,1201,3307,650,456
67,51,582498,114160,10047,19183,18711,48242,2846,560
48,40,69923,50485,2055,6800,5907,2958,1180,466
48,40,641964,103429,17530,58062,75963,31114,4154,2758
48,40,505256,80214,51418,31449,17291,8409,2376,2970
48,40,145369,43862,6820,10391,9059,26287,13667,5651
48,40,100108,5486,5444,9644,11857,7121,4969,1445
53,37,711741,80972,20172,23154,19590,22891,21407,3131
57,48,439618,101475,9139,80338,78818,50491,3659,3848
57,48,888227,628251,263627,334488,266810,63136,26851,18340
57,48,370887,13387,2725,2221,1423,1654,255,80
63,81,1409291,201291,588114,53066,68019,86816,14463,2799
69,93,1740388,363427,530443,398029,177740,364615,69658,14754
77,100,453903,13236,4023,1134,5154,1913,271,278
77,100,1068619,250810,76671,39460,86351,14159,6339,3232
77,100,1725809,186432,78373,55670,27466,102790,6085,3332
57,87,77759,16651,826,1985,1302,1039,361,307
54,69,1154091,255164,35374,52369,14678,28395,6970,3678
30,57,211158,25521,6381,4700,4602,1684,1097,417
38,60,686605,96426,22872,37052,64579,23205,7866,4301
38,60,587235,27314,5580,2436,3635,5314,1632,733
47,69,268307,39438,30286,26864,21511,13502,2987,1018
54,74,493774,102038,48965,22644,40965,16323,11287,3984
40,78,218517,36265,8843,19891,21670,16454,3195,979
40,78,838693,315459,185588,112725,45715,19554,6593,5588
40,78,2183717,192068,88878,105872,96098,66593,41718,15180
40,78,148296,12652,1917,1583,914,543,412,128
40,78,295433,7934,787,5408,1709,2285,732,449
40,78,664461,121234,52978,64054,57424,54283,29130,12600
34,84,978591,16114,8441,5927,3706,2700,697,314
34,80,788195,77852,46413,11755,55255,18657,6932,1944
30,87,637452,30515,26619,28458,15349,6849,2391,1075
27,66,262738,38749,2307,1733,23330,3143,1663,238
23,57,2361410,79870,10825,17773,7490,5888,1803,2096
38,53,169587,21163,5076,10572,28336,15449,1936,908
38,53,558951,186573,63186,20533,13201,42187,24282,4107
54,50,41099,1193,2070,251,973,1130,542,309
60,69,826545,45770,8658,21677,6621,8917,1399,871
61,77,603164,288254,36603,117039,61806,44457,8696,3162
61,77,322712,144447,25090,41217,55951,22602,7304,4098
41,69,348854,11168,1627,2891,2890,10067,728,998
35,64,21241,9281,1299,1662,726,780,219,354
29,77,47363,28394,25602,31687,18401,16833,6842,4104
29,81,34355,40080,14532,20372,13884,4705,7414,1334
40,83,13925,46751,21822,5152,20047,10835,3397,2228
48,77,36865,31120,7586,9866,17199,7572,7769,5498
38,83,1244324,76935,126061,198975,63684,40418,16800,3160
50,81,36335,60273,29528,24810,35777,16469,3165,3792
48,90,43109,26518,17383,16040,6503,7498,3650,3501
17,74,266372,149568,32482,15618,27396,5284,2334,1720
20,61,916143,119280,22810,21197,31921,24366,14658,2897
40,61,67633,62523,34042,2224,18410,25068,5195,2741
66,67,44286,113794,17298,24176,13784,15183,3854,2769
60,70,137213,11938,4458,1100,2520,1655,685,330
60,70,1537867,385542,52513,166811,163631,181585,72641,12956
60,70,727201,35055,5246,29341,5237,45668,12380,3795
60,70,543310,64802,23460,15256,31936,24165,8374,5611
56,78,62859,7956,5485,7085,3716,4368,2072,729
47,69,1209694,280130,88111,55007,26139,62654,6522,2250
38,77,45531,39806,15653,15437,12103,3506,6253,2610
35,81,219751,76381,38549,24988,29683,9511,8239,3723
27,77,244693,20441,7823,12453,20750,5509,10480,787
23,83,75749,21769,36248,19769,29504,8170,2712,1821
43,83,323625,12770,4245,3160,2593,816,523,212
44,83,54993,41830,15848,21875,18465,6190,2650,2421
44,63,26929,46683,9941,4810,29253,8206,3150,1572
48,54,122695,20095,4717,4776,4471,8721,1259,695
48,54,631270,25706,9315,6954,5207,2632,719,875
53,48,553507,31121,13744,12327,10630,17401,3332,1146
53,48,688412,166568,78489,60488,70384,41806,30271,17398
54,56,3330417,91955,25222,49704,16015,19641,10055,1906
54,56,1066177,222824,17057,19776,6815,28114,3765,2849
17,70,44800,6527,5532,3652,5427,3484,1271,879
14,74,310942,60118,65529,26321,50419,12901,5540,2573
13,57,1238993,61634,15068,10761,8368,7231,2421,2617
13,57,662530,12207,7701,5900,5183,15550,11564,5185
13,57,1013433,357966,25633,2022,32017,44632,13888,4149
13,57,796576,21106,1718,818,1702,1073,742,257
11,50,328732,28232,2801,2131,1569,1023,987,166
11,50,399258,77294,10420,35276,33485,10722,4997,3339
11,50,737151,16283,8513,9847,22285,5673,3060,1871
11,50,1605199,779761,210055,162463,68331,22332,7979,5992
11,50,3612259,165522,29720,72080,26736,47713,10312,5322
1,41,116910,35649,5026,4205,6091,3483,1264,1526
3,41,1196909,59442,23899,41376,7365,9783,18607,3724
16,61,175637,86294,40515,30074,15366,10006,6134,1831
41,53,263018,19303,421,1514,9060,5186,2203,983
37,57,136990,13641,3500,6671,11543,1276,1646,757
34,53,634622,107479,20874,42040,16295,10178,8327,1564
47,57,247050,11087,31352,20583,18767,13021,10680,3955
40,81,436242,48131,7374,61443,42826,15182,15798,4302
40,81,1066276,474019,156640,115350,69653,13810,8257,7413
40,81,159391,5958,4119,1560,2534,4149,612,349
40,81,267238,10142,16624,15484,6640,3119,5077,1066
40,81,876264,79695,18136,31448,30152,36639,5670,1228
40,81,2748952,612653,16795,17136,16539,18391,2020,1446
40,81,962585,26994,15312,39991,73604,22780,4923,1195
40,81,569247,25310,22716,9558,19119,21298,3679,738
44,83,1519216,155751,26648,70894,24970,21614,13961,2577
44,83,610072,154960,32198,49540,30420,18690,947,947
43,80,264040,27891,6003,4321,1221,1897,727,410
38,77,968366,60181,10502,47639,13959,14598,12659,1967
38,77,976247,131776,90539,71436,110372,287913,27892,33122
38,77,290408,24095,3250,4830,1100,3269,1010,1311
43,74,627704,116300,28513,34410,19328,11696,12352,4735
61,69,662250,111574,17219,18121,15083,34552,2457,1087
44,43,387425,27341,2515,3564,3051,3715,882,839
44,43,956770,217720,65739,58291,45883,26112,5605,2272
47,41,672438,75332,17057,22925,16290,9498,4609,3290
27,43,79576,9845,1013,2549,3207,753,592,159
27,51,432985,39866,14736,8137,18111,4520,12552,3465
29,51,145815,150743,5061,24669,17136,23425,3369,2684
43,60,47155,14605,21438,12224,8526,10271,5434,3323
38,60,52272,68522,17205,3542,5140,2644,4047,1611
38,60,1036883,211186,38501,161396,230314,110158,4183,4906
38,60,819301,37504,14008,2141,4453,5587,745,494
35,100,228127,59176,59203,68293,24555,19558,9024,4880
29,94,112999,21379,7206,9240,3742,2966,2013,627
24,93,624885,255793,122923,63650,48952,103014,12732,2691
24,93,1138743,17739,37741,98646,170294,80049,32518,7752
17,84,52363,20376,4375,4163,3120,492,486,173
24,67,164012,40721,7266,12077,13190,13350,425,166
24,67,466531,12944,1903,3809,1052,2477,335,474
35,64,175242,14987,6930,4644,6624,4843,6076,1294
35,64,1150721,34131,15843,22008,18590,13732,6498,2063
57,69,2375611,11184,11429,16772,26869,4693,935,425
51,64,395020,173075,56881,23836,184931,13750,22019,3649
43,63,623529,250901,153027,61788,217370,48052,14101,9546
51,61,1092197,19410,16264,5893,8131,11222,1014,1213
57,74,67441,4079,1158,14401,6102,4163,1789,793
64,75,32914,22385,4880,5632,28395,3529,2665,3371
60,81,344930,291069,293693,313275,210048,136314,3820,17132
48,80,148302,43516,16622,25884,15804,12869,6984,3277
47,88,383876,440522,89900,174033,76445,56534,12447,5178
57,75,37418,23809,7327,7455,18680,20171,2064,5128
64,56,784761,481008,29713,21881,56727,29336,9451,1474
66,51,41495,7342,2525,2902,8858,1228,1295,512
29,54,38383,51321,31435,24193,21455,5021,5471,1200
43,77,898505,771830,606305,651423,420101,304009,179306,114839
54,83,216848,7160,3242,4731,1317,4344,571,67
54,77,148311,56284,9371,4648,12833,7438,2049,889
67,67,270387,45428,6212,11505,10851,11136,4099,2446
47,48,1126964,482741,24697,22319,11450,25563,2769,2359
47,48,3234407,45682,3728,15414,33552,23634,3595,400
43,51,202730,16396,5027,658,5668,1777,1082,120
