attention,meditation,delta,theta,lowAplha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
26,37,1058122,632248,65321,64401,103326,109808,99774,104329
40,23,77665,42917,8642,4571,11206,15443,11013,8582
17,21,231428,298618,94007,12080,8859,20758,12779,13476
24,23,93832,79369,11562,19590,17494,13021,10981,9130
51,47,16004,5761,372,19704,3960,11945,11378,3408
87,84,8411,3661,11323,5906,1394,5444,11297,3805
100,88,4930,15743,6763,4789,5368,7349,5577,5676
88,87,4755,4673,1868,3718,2937,3792,6450,1408
69,60,309184,127580,12322,28192,5837,15098,2614,2590
84,56,19445,11297,2842,11691,8855,13836,7585,5592
91,44,7065,17386,3279,3845,5083,11791,16331,4661
100,56,994157,14347,5542,8305,2288,7638,6101,2569
88,41,136647,35691,12008,891,2796,3656,1767,1361
87,38,6422,12301,2937,4916,5993,8509,8388,6680
66,53,7098,13898,13775,3048,10455,5943,13029,1941
78,40,8112,17116,5679,3247,6110,15109,7294,5373
87,38,54368,46139,8737,11144,23911,10719,16948,3765
87,38,11928,11780,1512,5680,2974,11100,13727,6312
66,40,21161,32793,4768,7807,6854,8494,9906,2584
84,50,23185,14701,2226,14265,6692,13923,9274,7003
56,43,30840,17078,8009,10420,16791,8226,5180,3256
61,54,16830,18990,13787,11531,12544,10499,5660,5533
48,47,666546,36992,16841,5104,21564,11395,7480,5619
53,44,288674,43394,1935,26293,15375,20113,17155,5994
56,38,192187,9203,1976,3246,1745,4258,2174,896
75,35,7041,13720,4941,4093,8234,14982,3402,3353
74,41,206328,66723,37823,5325,16207,10170,11075,1420
74,40,1515164,55058,13937,9199,27608,33298,10206,8867
63,37,577496,4774,2557,1256,832,4638,4037,4347
61,17,269910,95753,17578,6304,22858,16739,8975,5735
24,7,168407,125351,4964,7591,2188,4117,2748,3559
29,1,481920,115697,386,10305,15293,6785,3336,2935
1,1,650044,206809,9569,17174,23224,6112,5111,3958
1,1,861454,285869,21409,31257,19908,18195,16487,4142
1,21,1435375,95894,77329,158072,41959,20816,6766,1933
16,61,97046,5379,14699,3703,1574,5645,2230,1752
43,90,8164,6825,93,19615,6978,5577,2352,3132
48,96,83535,111770,6998,28333,14739,10948,3071,2054
67,75,37921,18002,4457,6628,4093,8802,5728,2917
74,51,494568,52932,19074,2220,8731,13718,5660,2554
91,61,4957,11504,5146,6815,4336,7170,8522,3835
74,60,38651,65992,22351,1422,3331,5770,9891,4768
70,37,43350,22032,4723,1231,4757,11333,19493,6273
70,44,14619,30218,9643,11313,5356,8850,4819,3599
78,38,7924,13469,4433,7372,7558,12542,10575,10415
100,37,7017,11989,2645,6464,7713,11945,10748,3594
90,40,565190,41358,4022,5062,2780,6899,9080,1852
93,43,5561,10188,4118,8355,4655,5228,5980,2629
84,53,20495,14475,4894,13303,3278,7831,9910,1654
69,77,13455,11000,41286,10953,8949,10802,7935,3190
83,91,7733,10823,15634,3805,11391,12057,9901,3788
77,83,475102,56909,17809,9341,6972,12268,21306,14184
57,74,548308,27165,7899,1881,1054,2314,650,1363
44,61,1953822,205651,120032,32845,19514,18957,16089,9849
29,64,673170,32560,16478,13369,2873,7330,4147,2441
37,69,30611,27214,17982,3525,5379,11183,13576,8866
56,77,15536,7518,7053,4501,7689,5743,4760,2293
66,60,782241,39302,3944,20592,7195,6411,4177,2561
61,54,326212,11884,4053,1311,1526,2613,3544,1637
37,41,565823,162047,20657,19358,17117,8147,2983,1923
26,50,527126,28981,12247,8591,6032,3815,1285,1959
26,50,718349,38635,12028,10125,3624,5810,1200,661
24,43,1887861,46061,9613,4905,13613,8024,1214,1176
30,54,21349,12852,2270,6142,2666,1342,1803,650
30,54,226452,9855,19997,5512,3954,5991,892,542
30,54,888052,30808,11254,9560,6578
