attention,meditation,delta,theta,lowAplha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
37,41,46045,107118,36353,16732,8893,6688,4429,2597
57,30,215606,22930,11788,7472,26493,18949,7391,3989
50,20,601626,187275,10362,8428,13963,14703,32006,8778
61,26,218260,54817,57078,22416,54778,31186,20951,17822
51,4,123907,374748,4091,3661,7372,3678,4751,1188
40,26,487237,53724,71054,14650,5647,18551,16152,5610
51,57,21360,12686,3966,25489,13429,7129,6530,13166
44,57,341805,122262,39940,13606,47223,16172,14260,4412
84,88,327001,25742,15107,17246,9028,26830,5578,2775
94,67,19113,24321,1620,5534,12781,12218,12279,2460
88,63,117929,20899,8383,4848,2088,2866,1405,1667
60,35,101636,48025,4050,6198,13256,24757,13123,3595
56,54,719017,136960,72762,18239,8415,9347,3817,1684
54,50,288444,10527,1226,960,2403,647,1087,223
51,47,916453,215988,21105,10919,20133,10634,7575,1627
24,30,791961,357257,3793,4641,11406,12763,13475,2690
26,26,1198458,251836,82144,24388,38624,15885,16998,7328
38,23,274787,26454,2405,1441,3267,5316,5044,1364
37,34,848643,187365,53367,20873,15980,7690,5449,3731
38,53,1228393,52410,6912,6093,5432,2668,2534,750
47,48,1983444,35654,5395,5610,9036,5454,1296,643
43,69,494536,17758,28210,23492,16086,8804,2795,1252
43,69,667838,25174,2011,4666,1782,2414,610,457
43,80,882363,52007,48516,13580,5411,3832,3266,2122
51,94,280514,104242,16276,15668,13183,7298,3628,1478
43,81,259129,55931,4004,15109,7422,4126,5949,2095
64,77,236817,42996,27003,19957,7889,24259,10476,3292
48,74,408663,312256,190423,61384,46386,18546,14703,4567
48,75,243333,98208,4541,30040,12411,7697,7861,4564
48,67,600845,227787,56692,16796,22886,31301,17740,14600
63,63,2174014,37392,9390,16948,11868,11011,10818,6580
60,50,174070,264570,681,19290,29899,12266,22849,4461
64,43,237840,119719,3211,26278,44918,31083,9317,9579
69,53,42342,27452,29573,3325,9115,10632,7419,2440
69,43,232790,47481,4151,6843,9904,8919,11245,1216
69,43,1267528,47964,16942,171580,50174,87226,21172,5912
69,43,775147,457936,5420,30341,24217,18077,8669,3100
84,69,105924,10973,14457,31600,24075,10336,2812,693
70,75,861360,71095,15758,9148,8277,5469,2963,1488
60,60,277100,73151,5787,7180,6355,4850,3791,1559
63,67,176791,60695,19843,29511,49572,22541,10896,7130
66,53,409376,82355,13358,16681,46298,26001,13774,6988
63,56,585390,20667,7704,3835,3880,1375,2813,1242
69,57,385611,155376,18554,12353,8847,16723,5107,2081
54,66,306239,33465,11718,10119,4333,3222,2197,1883
44,63,103640,197746,47401,17675,3990,4836,2563,2281
26,56,576593,230448,23654,17393,20834,12898,4979,4935
20,66,2400631,160064,73515,17169,6328,13733,4740,2942
16,47,882614,403299,9318,17423,12370,19183,15410,14889
37,40,354365,129541,14962,8216,14320,14576,11156,7308
44,41,333659,143790,11821,20913,21064,17914,15964,6387
35,34,844925,386416,26704,65756,10164,9844,6924,3370
47,54,1244340,12977,8541,6746,4636,3553,441,713
43,74,364743,66051,10336,73931,12863,10533,10409,8817
47,67,109390,98227,10094,8337,38242,18724,6209,3440
51,51,775558,361058,23714,20144,14867,10862,9371,2129
44,38,1299833,492809,70198,52413,46846,25136,15097,7745
44,44,415352,34278,6213,3980,4172,6244,1024,521
50,48,52012,28717,12304,7181,20937,9396,7056,3777
74,69,51776,25499,22354,41946,9214,17411,3781,3128
100,87,33754,18869,7918,7577,9492,19670,22998,35642
96,80,676853,166624,10725,23534,19070,18425,16399,3496
100,64,114917,73009,8361,19427,8140,27925,21127,2399
100,47,73399,71340,3183,10356,10906,42850,26647,6394
100,41,496428,50247,5526,13967,28688,19186,6758,10035
100,41,9857,52379,5606,6979,15033,11766,4064,3841
93,47,5495,78548,15213,37819,27772,10577,8036,1380
87,63,36464,30648,23098,12302,9893,18528,9896,2123
91,70,8474,13961,2377,16387,4646,15038,8002,1499
91,80,55801,31542,5039,18261,16393,9886,8833,2291
100,74,47755,47554,5029,7410,3649,9689,8858,2842
67,41,351520,76045,7602,7204,11517,11132,10943,10605
63,51,64949,9982,24023,20734,17393,5750,6675,2262
67,57,67570,15047,19254,2165,25543,9696,4311,4403
83,75,10749,25514,9481,12853,13811,9555,6046,5808
80,80,155558,100187,20788,8663,9956,12097,13054,6386
87,77,9436,26142,38080,8340,13504,13727,5267,2878
69,70,63640,52124,8749,9636,16637,4411,6383,1549
64,51,75981,85829,2320,4293,17806,13006,12611,4846
70,60,31262,28989,6412,25696,12350,9945,12736,6200
74,48,12515,46771,3960,10567,12226,13700,3168,3498
77,41,12454,62856,5778,4419,16217,5258,7602,4619
69,75,20701,23295,44691,44178,6806,8450,7173,5650
61,61,324908,209344,23156,12813,10049,15629,8224,2447
48,61,401832,183024,28921,23056,30047,16184,5467,1944
54,74,643602,92514,12568,41920,18741,20696,6555,4584
70,54,2111091,31670,10827,5710,9185,16961,8976,4071
75,67,292467,71794,53397,16933,20764,12864,8250,4483
88,77,159438,9931,4051,3892,2038,4057,1420,808
77,74,190372,131452,15287,31082,23659,9054,6113,6291
69,90,47000,7825,9256,39974,8243,11519,6398,2300
69,97,11062,26989,17840,20114,11049,5110,7837,2084
81,100,3662,28212,23724,15099,9559,10655,4812,2349
64,87,530184,198324,18457,14644,22562,11258,19395,5744
48,66,195558,189904,11749,15805,17588,13942,9335,3422
50,54,609313,118983,34535,8305,30322,12768,7352,3670
37,37,352349,286787,21148,13146,5224,14776,5545,7395
54,50,68073,15557,3043,17684,10545,7557,7042,4821
77,56,315507,25586,5326,9247,11299,17816,15399,4828
83,66,25974,35725,17081,27157,11552,12059,11072,4293
91,75,82946,32412,4611,11273,13432,5008,4528,2839
84,77,30842,23092,5434,23596,16953,6550,2940,2159
56,69,144035,122109,6139,14252,20511,4748,10990,4987
50,63,350715,71790,24528,3690,5109,7906,5919,1984
57,60,342914,37991,4755,9282,11764,10421,6835,1652
69,66,25914,16684,12299,17849,18664,7478,15133,12956
90,66,23230,8651,7205,5367,5645,18678,9531,11884
80,74,748118,91186,55359,7827,24473,16180,12827,7668
67,70,92970,147196,22438,8590,25173,5549,5101,2916
63,57,55434,80062,7878,9935,15007,12746,3499,1487
48,57,232321,32772,9980,26645,10413,10511,13381,5283
54,69,1023893,332615,194759,183153,101850,47263,14043,12557
34,63,611805,367899,20542,11125,17636,5666,9269,4904
29,64,946208,85652,32642,11389,19934,11098,12717,9396
23,50,336866,90938,8655,4925,4382,6787,4029,7384
21,40,1002228,265577,69405,14900,15179,21629,53997,24791
37,44,163976,54161,6004,2944,5533,4027,3023,1593
47,43,59288,45378,16896,9213,23230,16014,3798,3982
60,61,88781,3218,5936,16646,13354,7578,9551,4443
63,63,200105,47793,3647,19499,11085,6210,10594,7205
81,74,35818,13050,4632,10554,9237,10862,12503,2559
77,80,20499,18521,5012,11021,3404,4943,5791,2247
70,81,16786,11239,32974,14284,17296,10674,5971,8101
77,96,21339,10320,23972,29343,11692,10183,18363,16608
66,90,1183478,54132,9495,4661,8153,11204,7415,4331
67,84,1148331,102579,4958,51831,36372,23048,18879,16155
57,84,803988,82976,90520,49327,23098,14882,8200,4257
61,77,16466,26593,7390,18632,3795,9861,5160,3221
56,90,80866,18087,33874,68203,84283,12222,12214,4993
47,84,321566,42784,1516,7997,3542,2347,1893,638
48,74,1117565,394053,142741,13301,52082,48866,12501,3225
53,47,289791,194137,11332,6881,67164,34595,13866,4844
57,48,909518,85431,12770,10566,6144,9487,10899,4294
57,50,273283,137518,44617,15289,18145,15722,8771,8001
54,64,635242,159048,45332,34904,46798,16423,30599,14616
48,63,342278,251174,28159,31271,25252,13709,6059,6783
38,67,604907,87350,29463,51740,38551,4576,10278,3232
35,56,6118,32030,7149,3626,28603,9114,5181,7481
40,60,976498,95295,50386,14652,21884,19569,4438,2913
41,60,171831,159263,32329,8292,13987,11193,10733,4824
50,43,413998,69737,5152,4681,9139,5578,7606,5509
41,40,809347,236204,19745,8254,13091,24799,6224,5562
30,40,177831,165741,83170,12038,30933,11129,6935,1730
27,34,944746,223208,20891,8029,21287,10999,7505,9528
44,60,747056,207129,155519,17466,41333,25155,4061,904
67,63,31532,8746,8638,8770,7331,10769,3812,1853
70,74,196908,253525,32376,60407,32203,20472,6748,7162
54,75,530243,207030,91087,17326,26590,27973,8293,9551
53,75,107408,24717,9083,20146,12025,15905,19507,5753
66,75,71956,44554,10979,8712,9091,14047,10048,9151
66,74,60092,39720,8733,10885,3696,5738,4690,1780
56,60,1561764,447971,22843,46429,9501,15544,15314,9020
54,63,96199,16679,23826,7162,8783,11083,6676,3789
43,64,213486,92424,30584,5899,19855,8205,8508,5425
44,56,282173,50767,1817,10303,10151,7676,2784,931
54,60,396053,279058,30356,47464,45997,28455,16684,4149
35,54,836757,185899,32326,59641,17309,9153,5164,4105
30,51,80944,180700,29107,19899,32424,11153,12107,5213
27,57,812972,127107,24814,28436,36437,15505,13560,7931
41,56,42779,48402,6111,9376,17800,18462,11236,5757
40,51,819765,457783,117253,28658,33426,17898,8100,3407
44,51,426032,89465,6805,6077,12076,5548,3382,2842
47,44,385797,49920,8699,9559,15284,12528,9398,3396
47,27,255981,76456,1354,10219,16757,10728,5782,691
48,40,471457,79256,19469,15217,6095,7031,2775,1421
53,57,189924,82114,61996,6701,18427,13852,7091,6638
56,63,145726,41038,23625,7043,14147,17891,32629,14676
75,50,583867,133077,1314,6021,17363,12265,8031,3294
66,51,208661,83783,12546,40299,10688,14845,12659,4303
61,51,432303,27616,7321,19718,11064,8392,6286,6027
60,54,1987274,42575,8380,14234,3340,11440,6012,7802
67,77,71581,65252,37823,15049,31812,24866,9137,2903
67,75,59931,88502,33095,17003,21364,14019,10512,5849
70,56,111433,74012,4637,4251,9291,20580,6501,7515
70,57,364246,29945,26483,3832,19871,11149,3194,3121
60,61,878471,63094,39008,10010,8331,6314,3975,1963
54,67,703517,147145,113213,57169,71433,16905,15624,2683
40,88,1337846,76045,50723,17169,10124,8100,3964,6109
30,81,44286,17488,2060,2628,2193,1470,455,491
21,77,578185,480037,125345,89733,56048,14185,17126,6666
21,69,672281,251985,97342,15968,50992,22018,28483,17796
38,66,234293,13274,11936,8472,13061,11304,1978,711
40,75,62758,73769,15486,40568,6614,11955,8238,4361
57,60,437700,195085,7666,10175,17101,25104,11625,9836
77,41,919672,78038,1596,5925,10192,35451,26907,6107
67,38,569723,92379,11860,31847,18901,16762,3488,3300
57,35,1285325,241265,73235,33804,8061,12022,5466,5473
61,48,333964,68421,8388,32518,33933,19581,18685,11278
44,56,228472,96969,4642,9775,18115,7396,9516,1313
41,61,51371,40854,15842,14512,3942,6548,3636,3745
57,67,10028,18489,6328,19403,5128,8328,2790,2835
56,81,1249333,82637,134781,88260,32460,48012,10797,2141
51,87,44142,72087,11491,5136,21048,3552,1568,2898
61,81,9129,21290,9332,6122,11919,8670,3685,1554
60,83,5686,10879,1276,15884,5957,4421,2774,1833
56,75,9654,28253,2743,20817,5684,5882,4797,5751
74,83,29392,26786,7765,4198,10459,9460,5727,3222
78,84,14089,8938,9193,23183,11542,13281,5719,4007
84,81,18016,15880,9262,6253,15913,7275,5070,950
80,87,7454,15491,19067,14726,4609,6573,3001,2698
83,84,4829,22161,3766,7542,22884,12132,4673,1841
63,91,11222,13243,38407,8373,6899,2483,5450,1035
64,96,4723,17379,14143,11778,6018,10695,2222,1216
57,100,4053,12230,6343,39434,11772,3990,2834,1963
66,100,21317,4135,3525,8027,5736,12900,2968,3749
70,81,125872,181326,19173,8498,10288,14029,8765,1314
56,63,511701,98972,5367,7289,18440,5933,4127,3115
56,47,181662,84674,21929,7715,5201,6992,6644,3086
40,48,72371,14010,13975,7719,15400,5017,5662,2921
47,61,68473,35480,7011,19377,4834,9475,9405,5025
91,81,31596,4187,17251,8626,15191,19441,3276,1717
94,80,10683,16167,6871,10358,11630,6226,5512,1968
91,78,6446,31596,5495,15596,11093,5362,4405,3015
94,66,13086,20423,1931,3976,11779,20269,9101,1537
77,51,689117,84120,5312,8710,7322,9353,7415,3634
70,50,134789,36187,6734,12024,3471,6072,3129,680
75,47,78809,103948,15882,26367,17377,18966,7287,3013
44,66,443781,33370,29771,20777,14894,2948,3403,2043
41,83,126452,72508,48375,24460,13734,10603,9601,8351
50,81,86946,16834,9119,4134,12386,7717,4480,2536
54,91,20703,32280,52699,9756,15523,18841,8119,3978
75,91,6261,7076,9182,30694,21465,12313,7353,2052
83,84,20055,30015,6424,9854,10026,8623,4858,3558
80,88,6529,37318,12408,23426,15585,13768,5108,7501
70,80,1029996,116302,35789,20620,26421,14284,4971,3968
63,77,28909,32305,38538,16447,36325,11251,4651,2149
64,90,63119,25285,77340,20169,10907,24927,4777,1209
57,81,213495,99498,6601,24914,38781,14112,5225,1991
69,87,8125,2869,7109,3026,9372,3186,4025,3195
69,94,8433,6961,24779,6177,7898,5473,858,1011
66,88,113685,19042,15781,10667,6917,6858,7897,2605
70,90,2071398,107122,17427,31581,42848,26807,6852,4938
70,93,12719,9952,16215,8685,9961,9078,8611,2860
60,81,1473388,158198,65548,26232,34401,9960,10528,1752
61,77,28095,27985,15719,12167,21341,10017,10686,1274
70,81,34040,8653,4333,7359,7232,11122,6877,4104
61,77,106711,102578,76821,11328,42210,14338,6310,2175
84,64,21537,10250,2643,3130,17120,10282,4049,2394
56,61,213850,206114,47234,25448,6200,7990,4504,5326
60,61,1266388,83997,30433,40151,20400,17187,11892,1938
66,69,17845,3593,10137,4137,3911,4263,5497,1415
51,80,560139,43931,1267,32719,31516,10752,5029,4506
67,88,79155,46955,46202,20487,29385,18290,8992,3287
53,70,368020,110658,6997,5175,7525,2780,3448,923
48,50,1863348,205200,33139,11608,57804,37495,10024,6949
35,43,446534,235257,21727,37124,37343,11098,22427,7222
34,30,1209794,140336,19823,15318,8993,22780,12660,5751
41,41,748114,134011,16579,28752,28720,8596,14647,4341
43,34,276557,203117,14849,20201,12547,38271,7707,4342
48,35,26577,47719,1608,17146,3459,16578,5165,3629
57,57,728569,66476,16229,11663,8287,5608,3101,1538
47,67,587977,154490,38059,42824,23101,12748,13758,6203
54,75,44921,35512,60021,35715,28323,13034,4600,2654
63,78,72747,44926,11550,23893,13164,10419,7429,7518
78,75,235636,68756,18619,13507,8231,26516,5712,3346
56,90,14734,30098,26684,26645,14507,3948,7382,2053
74,84,13518,10695,1553,13234,21111,20294,8412,4328
51,54,1055348,483832,51811,65491,45273,36220,19838,7082
51,38,1085532,599304,119111,18795,21707,39438,34100,15345
34,40,146794,27970,3472,9798,2915,4453,1291,1793
37,67,1478739,44140,71643,52999,18771,11992,9611,5583
47,78,289076,24509,34436,3645,28512,11428,9446,11443
53,93,7077,30780,52056,12517,21752,8541,3755,2601
67,94,41356,27555,7561,20657,9004,27225,5093,3091
70,84,6790,29703,21076,9687,21475,5776,5266,969
66,87,87002,36979,10702,9966,14393,7948,6658,3064
60,90,94270,7907,9883,10441,18223,6992,10397,1702
43,74,468455,538440,45556,12168,35760,12110,4552,983
35,57,239637,95404,35451,17848,9440,5115,8492,4005
20,44,175168,123736,5447,7060,11428,3931,3152,1290
40,54,1562215,67536,11715,5109,13360,5014,2054,968
63,48,21245,16153,5558,3426,13670,8796,7745,1164
87,57,99468,29438,6187,11288,21101,15190,6084,3218
74,63,857356,337739,93203,67405,78723,26048,5817,4078
63,78,21850,11362,9484,11339,22296,10639,9041,2289
61,74,6023,44378,22580,11458,16335,11620,5634,2659
67,84,7001,37332,51467,24139,19574,9926,5597,2768
60,77,259271,99955,24571,7246,18987,8260,1815,1081
44,70,512938,153849,29914,19542,15739,12818,14899,3006
40,66,386658,37405,10153,3453,6581,4369,1856,980
43,53,45541,70944,21694,8663,21190,12593,9584,3329
53,51,1303801,170002,29457,12330,19522,35723,14187,6221
41,44,1443486,688021,58763,34827,7265,14623,12935,14476
26,48,1835555,271573,110929,23604,21459,7528,11395,2756
16,53,103755,27585,5839,11682,5535,2041,3505,1053
24,54,178906,290969,12356,16106,21242,32448,21591,8901
44,43,583306,152576,80502,24986,5149,16464,9049,3316
57,44,16882,25068,11292,16341,19363,15160,6101,2066
57,61,249469,66387,22673,17186,14548,11049,9671,5182
61,80,9492,23120,36136,7700,22013,10647,8023,7980
56,69,1281685,145247,30067,15307,30663,31559,5828,15444
53,67,807433,89724,21419,21117,16170,10398,8935,5682
48,69,105835,48549,21876,32813,6540,9062,9581,4769
69,67,9474,4641,5430,6943,13459,10653,4998,3421
70,67,167724,36863,5158,7438,9651,11296,6706,2722
67,54,590726,353358,10539,34164,69129,20886,11098,8403
84,51,161744,25965,16904,32740,24379,40203,15044,15092
88,56,267080,12906,7586,8229,3551,6703,2781,3789
87,78,269089,15490,10478,7700,3376,1563,1094,944
69,75,418835,189300,97258,6538,18094,24941,5580,5014
48,81,1112232,124605,58207,8409,23371,16066,17087,7061
37,64,1065695,71298,6651,3996,9136,6112,5655,1727
60,56,311744,179640,23149,62649,26661,26531,10878,5529
64,63,956463,129170,148435,33701,41100,49188,25106,9868
75,70,717875,132400,8082,39691,10880,32539,8956,12327
48,51,450872,551142,27425,13341,45371,17927,11578,5297
69,54,84222,10658,20019,3396,7050,29869,24147,4652
74,53,936686,18856,4753,29237,23722,11001,10852,4432
81,63,394924,56666,5804,7661,18551,9886,16252,3082
43,50,697757,529852,57856,11622,9759,9994,5348,2879
34,40,82492,37047,3487,5812,3348,3369,3173,1613
34,34,321181,36582,3573,3649,6353,4325,1017,531
34,51,64878,2731,2738,1574,648,868,143,65
34,51,817476,568638,63822,70456,112208,95834,56205,7781
60,53,1894840,425185,53200,82174,377805,133355,60611,13286
57,66,886635,180138,64501,125162,30059,26082,15002,4027
60,60,626839,24678,22438,4611,18297,7187,7568,1422
60,64,210673,114734,25718,33017,75932,45671,8173,2843
60,75,333658,206143,71127,94946,114702,33928,20610,14912
63,74,1261606,115918,58249,46027,13072,19663,6868,3162
66,75,745738,88898,68685,28842,11484,40509,4796,6174
44,78,2114491,391310,35340,130708,41510,18058,11596,11196
54,77,258680,12753,2170,6871,5182,5813,2462,939
54,77,2347988,442654,36500,156057,174864,113212,16825,20804
54,77,1527599,71527,11039,13566,5598,16858,22463,12421
61,66,649679,145731,31838,16574,20904,28855,5843,1341
61,63,2014945,93684,49904,50867,80953,44947,13801,4241
81,67,3119513,33532,45344,6792,24421,21112,17477,7133
75,63,83860,9698,1053,2155,3369,1748,302,332
81,69,370258,40470,29017,14907,17208,24731,3671,1377
66,69,729820,221580,105716,34690,45381,19316,6494,5978
53,53,2422756,336650,13971,28901,32109,22162,20625,20607
51,69,34506,29949,20436,24840,6525,8503,7301,4727
50,69,876385,58035,37134,17105,14472,30645,8027,8147
66,70,1304791,197804,51031,16172,53175,42321,12198,4195
67,61,87983,42590,6401,22157,16679,9716,16481,4842
56,54,1482854,414123,69459,84190,83061,44508,25581,20407
43,41,848263,688322,12673,39785,51579,21258,20368,4538
30,23,272099,97985,2979,11731,4613,7677,4941,3496
26,16,785286,163483,5006,20042,10935,7809,3961,2083
40,38,725848,68558,122157,72791,55276,76254,74070,39652
40,38,3086,1311,398,319,183,99,40,20
40,38,238624,994438,967160,588206,63210,88870,50757,49547
40,38,25815,99542,52193,13533,8818,21507,18267,8895
40,38,203166,56323,31229,8839,34008,18557,8020,11892
