attention,meditation,delta,theta,lowAplha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
27,69,100263,284110,43043,21823,28665,11836,3819,3147
43,47,188628,56601,10064,18286,25379,17155,7401,5246
34,57,376852,305500,109839,30843,18105,13247,23135,9151
16,37,278415,234541,30020,22191,16247,21913,7697,8640
40,51,14530,22581,18676,4315,19587,8325,9543,2765
40,51,427869,16586,17574,15593,6601,6272,1090,452
40,51,1242238,41012,29145,40362,25826,30919,12002,2742
40,51,1346775,154158,98791,20609,98246,67771,16077,13226
44,54,280773,498144,254832,146131,44503,27380,35277,19102
51,66,241824,19643,3105,4898,2584,3352,2466,2491
43,78,921105,16022,17811,12901,7926,4771,5257,555
35,77,576724,202520,31824,17699,32792,39869,8004,1898
48,74,850545,17756,13558,1128,4450,2909,1652,420
34,69,699838,60599,10365,7673,5627,3141,612,407
34,69,550371,13504,32658,30133,18162,18986,8365,2630
34,69,636056,309437,66245,98016,117507,68641,36042,15334
27,47,81113,152459,27544,40182,80205,15223,1683,1935
13,51,8499,3354,135,884,884,224,200,53
8,41,675303,566432,91138,32516,21571,14417,18216,7752
8,64,976863,51446,75297,51398,16589,12187,10836,1046
16,70,1170088,132563,32894,34486,22215,16738,9155,15278
16,70,490053,86642,11729,7972,11894,4218,839,574
16,70,2291891,117847,5541,8040,7548,1372,641,520
16,70,381881,31672,3620,1984,1628,2375,522,235
7,47,230229,56301,1478,5861,3572,2989,1202,557
7,47,1281629,30577,1366,4548,5397,5424,618,410
14,35,153997,151260,4854,17003,32355,7322,344,480
21,14,3661424,60566,22513,11428,16851,10769,3389,2238
10,7,783138,100446,4023,24921,11725,4787,5412,3650
43,30,39780,9423,13369,33455,20702,49516,6835,8428
43,44,1021892,582294,130374,36953,37881,34316,31133,5944
38,44,437056,94938,21310,32529,19632,13650,4777,2877
38,56,1197478,444887,157735,124005,29644,29133,6106,9956
20,57,1527106,275756,453534,80003,485675,128768,18949,14322
27,57,2648870,400655,65768,99548,113789,61178,19689,7513
29,53,2327624,186230,49692,22261,22100,28658,2242,1818
37,27,1302446,290881,14172,16417,46378,22757,4884,4889
23,13,422579,113486,18835,15492,13187,7390,2045,1209
20,17,844947,115197,43238,12483,14652,13368,6653,2379
8,24,451629,523359,87284,191719,74442,26828,19325,13278
1,35,788535,62046,8860,4457,6872,2363,1430,889
1,61,1267429,80998,66116,140758,6767,18576,7553,10915
1,67,547635,107254,46242,56133,17736,9518,7668,5295
1,57,918464,587074,50431,90183,28922,26964,31211,18999
11,64,1397995,149559,49826,12850,31241,23323,34529,6687
11,53,444838,33262,10288,41928,18863,5888,5299,3088
4,38,185725,167590,28080,12962,19857,5332,6236,2377
10,30,1245203,718423,70600,51536,78737,51909,44665,8075
16,23,580455,91665,15313,4621,6443,21940,15699,859
16,14,1065236,50177,23802,7860,12827,5601,5763,1295
40,29,110471,25239,18386,19647,14488,13792,13351,5558
64,64,457611,84891,33944,17226,29505,29358,10817,5611
87,57,20363,22925,6775,14198,25106,19742,5667,9529
84,54,46684,29323,14113,13269,14823,10230,7129,5385
84,29,36761,20410,6456,6256,50697,17510,3653,9123
77,35,491072,62220,39985,6440,14487,10590,9852,2890
60,26,186242,57683,8064,5768,31652,7348,5765,5655
66,29,38552,34898,45910,8896,16748,30712,8885,9732
66,27,765015,72734,5628,10606,20496,37262,12314,6673
69,23,327561,48063,10458,23844,37479,10497,11324,5209
90,40,244191,15785,24001,18930,20710,37533,7281,7194
87,29,317282,53001,10467,15240,25654,18776,4583,1085
57,47,881668,173267,40257,41805,8878,10993,5279,3637
54,44,1060503,26676,7987,6470,14073,4094,1470,541
20,40,169087,48761,13735,8639,5569,1965,721,1226
4,54,104870,39264,17743,49624,37533,7456,3040,2720
4,54,937158,24766,34076,31506,13679,10060,2874,683
3,48,671744,256654,32438,33386,9707,10818,4629,2785
1,48,656575,186520,45193,36321,29980,11964,18278,11727
1,48,93697,6943,10399,769,1756,458,530,193
1,43,206799,31172,8451,1891,1068,2244,808,224
17,30,849822,269291,8136,202532,159771,170589,28332,20115
24,29,630832,35349,5498,3148,2383,2552,591,226
41,37,1217129,83482,12518,6453,6422,9351,1960,1405
21,34,2087838,218420,43766,19870,42720,17763,15970,7856
21,34,779248,40667,15945,4470,11137,7788,444,283
35,57,1889844,39893,100291,38054,19671,30892,9226,2267
27,48,325328,108675,13870,51350,16475,8020,3444,1641
35,54,1733443,139161,35318,23186,14104,34563,7998,6572
26,60,1151452,389609,98161,56221,67115,16702,6822,2204
14,29,343611,209018,6411,42375,58914,17545,6131,2386
24,34,1793408,167283,83045,65020,47516,37039,19149,4717
14,41,2087662,54851,55755,41055,88166,10450,25358,2075
29,41,368130,119089,23735,40684,66164,24225,6178,1957
40,60,557480,18762,5857,14288,4455,5778,1968,643
41,56,15112,44704,15867,20461,17613,13247,7151,1470
47,56,1708344,37665,12771,15584,17866,13910,1748,1525
44,41,740222,120533,28327,18335,48705,8732,6243,1101
44,24,543878,280814,15868,25275,26678,45651,23258,3722
43,35,56063,49461,19062,26282,21455,15791,11032,5464
63,44,11104,19470,8156,20368,15521,13700,4083,2911
57,63,36699,101923,29740,48400,33254,17330,13932,5380
44,63,195942,37113,17401,10619,7060,2852,2793,1154
51,57,195204,9412,1172,6646,8735,5901,2314,713
43,57,35805,27778,11165,22413,22549,7940,3381,2952
35,63,43189,90098,32599,47382,10016,9158,6380,1695
48,69,287519,42749,40552,52173,19620,20605,3659,4359
34,84,172005,39690,63557,16609,20356,10574,3830,2363
27,83,54469,27325,12050,5187,5017,3623,2885,622
35,57,1581060,996370,97098,34653,164178,104999,13562,9919
20,51,898546,43438,16824,14567,5920,3117,1168,658
38,48,18698,44276,41939,19549,30308,22088,8421,4827
56,64,18432,11477,6304,16287,32370,17500,10771,2937
69,67,36279,38296,51704,15622,35190,12178,5787,2398
66,54,1004375,323494,18575,74963,70802,53485,19074,14859
54,54,272911,15161,1579,17449,7387,2624,2092,848
43,40,48720,50399,3300,4666,6447,10268,1844,1646
56,30,35803,17143,6988,9092,1865,14281,9978,3714
63,41,5357,13144,447,20095,24592,8913,12340,2366
69,30,429329,85848,25715,22888,16291,20327,10068,3936
64,43,215485,24706,3551,5018,6581,4012,2913,803
64,48,12841,23387,7274,35663,7776,26226,8312,1711
64,61,165628,23638,13222,50493,11477,20680,8931,2499
41,53,759974,126846,8945,11623,14694,3032,1853,1580
47,43,30166,19065,557,16783,11944,22719,4545,1176
63,30,31426,16655,18033,9847,14403,13001,4405,2832
80,54,7912,50607,34751,32442,22721,11306,5621,2003
70,67,4670,13044,20470,19783,12901,16313,3954,2880
70,67,6699,25172,826,17974,31570,14644,9207,1949
69,67,24982,25510,21609,5075,9483,12889,13230,2099
78,67,10670,19757,3144,29659,10737,10921,7244,2164
75,41,79729,107002,11133,12291,49355,28131,6179,2093
70,48,6192,24085,17087,14191,27526,14635,6543,1605
74,48,3591,15942,4876,17747,12031,10553,6689,3408
69,51,7374,21262,22292,21145,8750,10303,5630,2985
66,61,19317,48499,7177,12304,11334,10229,4930,1147
80,57,8804,6024,6191,8392,14624,23433,6969,1485
83,51,409045,30800,13797,23669,52678,30448,3125,2036
80,38,259290,76870,13684,35192,14246,17941,9643,1171
87,48,11142,11896,12406,7236,12685,8263,13720,1790
74,50,470058,27467,26206,2639,21173,18159,4989,749
43,43,837354,307801,24248,54871,63223,8768,6363,4203
29,27,376448,107631,13041,5050,6102,5298,2119,450
16,27,1701450,175861,92246,24661,18689,20042,3093,6783
14,34,19866,34432,19597,31255,28414,23730,6176,3171
14,34,98797,53863,27228,39683,6281,9478,14967,3912
14,34,661081,47165,15239,3007,5290,4824,1721,1030
20,50,1229726,59721,38345,18488,16608,5051,1203,520
29,67,781594,34732,13225,14300,5980,7473,2520,1607
40,57,102367,19129,3214,4661,7251,4343,828,377
38,54,610331,84067,37121,31179,31298,38716,6852,1835
50,27,241373,42787,1403,4146,4765,5239,3338,1456
53,16,1025487,230478,64146,9573,42298,50241,23836,10517
61,16,86998,11021,6647,2268,13278,6992,1624,3381
35,13,826739,39060,7260,7278,2365,700,432,357
40,38,107254,35388,39937,21897,51806,13173,8767,2578
37,44,383828,36916,10816,6042,6298,4801,2091,1713
14,30,567831,292754,17199,16521,35384,9317,9515,2806
27,27,232453,49068,9712,5294,7744,3249,3508,1673
35,16,1524396,86734,22709,19488,36308,33672,9484,19536
35,16,1538300,322153,61158,92141,287216,270117,12567,19784
40,21,200377,123808,43829,66191,35497,38380,7734,1576
40,21,590100,96721,64781,21154,12349,11242,8730,3320
50,44,117215,52947,32236,13059,9881,7848,5056,1515
51,63,1533530,319081,195808,172480,20940,43829,27990,16148
51,63,697090,12393,12751,1365,4678,1362,673,303
47,64,142814,28963,2974,10077,7135,6657,5050,1390
38,56,1134775,112666,3983,37981,19519,10979,3679,4596
38,56,88198,23639,15881,9350,9131,3597,2177,1630
48,27,1879604,148876,14215,16062,73675,32701,10817,3996
47,29,607939,109459,27390,24817,28007,19628,5674,3661
47,29,1116250,82356,18110,54915,49032,31180,6121,2391
47,34,713408,159360,36255,47162,43358,17904,23207,3598
47,34,346129,52358,15947,22865,14211,17302,8744,1409
51,13,1252310,152349,20674,23030,87653,27491,26748,17001
51,13,2073527,189874,98875,42052,52421,33627,7194,2023
57,27,1941546,139100,70366,21898,9447,96049,7941,6781
74,14,1630707,81457,5070,12453,9898,64095,6878,2744
75,16,861358,139700,72768,18730,38138,18952,4742,4677
53,10,1022951,154412,10872,3735,17073,7613,5330,2118
37,29,1503051,302829,138985,86737,94509,59531,39900,10554
37,29,672404,520477,244272,268573,150991,233662,31979,39463
43,27,1209536,164419,36055,73836,54207,47470,8441,5456
44,24,712404,84358,10965,29045,24331,19154,6615,4238
44,24,198876,38537,9493,7204,6497,4781,2526,1685
56,27,760232,273248,21230,21194,22440,51145,9697,19522
57,30,513606,25218,19171,1916,1646,5902,4030,2462
43,23,830515,893635,186523,5823,32097,39387,38264,14752
40,40,444103,71698,51638,49842,18675,15955,24486,8673
27,43,8966,119708,9663,12563,4152,6270,3195,2785
27,43,353872,49263,32587,6217,4350,3414,4848,1724
27,41,1219230,46609,29893,12677,12128,12266,17582,4256
47,37,1415055,36861,17625,26987,39800,13533,9837,4810
47,37,446531,16544,2367,7343,14095,6239,3322,1719
57,54,1028720,109765,25545,170747,127361,49245,45038,35393
57,54,853679,40951,17879,22088,27412,29611,4057,2458
57,54,2217588,510827,72941,79358,94940,117401,85886,55818
57,54,1677652,88271,7157,18434,35413,21183,2613,2505
54,47,1325465,503498,135667,74248,44768,64713,6366,3483
34,20,128538,91028,2535,1715,1837,3368,2405,616
50,17,510379,35775,13241,21153,17782,18715,7048,12697
69,27,38707,26871,7810,15285,15459,26536,13799,6000
91,44,4557,15681,3219,4009,13944,9133,8562,5064
93,54,13687,19541,13155,7671,14273,17684,343
