attention,meditation,delta,theta,lowAplha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
38,23,2030503,128573,14856,13522,11899,10735,4469,1368
40,34,1858843,44836,18918,10070,19717,22623,17527,8553
34,23,248664,141385,22309,11152,21547,11746,12360,3751
27,27,928230,162834,26567,62089,44763,16094,30506,3969
37,16,1786257,146243,7956,4924,35495,35206,44087,3491
27,17,1908592,152963,14358,44395,9027,16690,7647,4318
30,21,1853433,221343,34628,45401,34298,35540,6612,6386
26,14,1298288,181035,20305,13882,19249,7627,2395,1745
21,23,64779,33738,2521,3606,4617,4596,2510,1224
17,14,444909,60359,3212,7203,3818,3842,3861,1002
27,23,68205,16548,9724,18699,12875,15978,11490,8045
35,37,948280,122406,67013,34664,17060,20956,10849,5690
40,53,81895,32029,14540,21179,15001,14898,22851,3313
44,66,552686,22399,5639,14360,9597,4371,2589,736
30,53,1050859,82716,6636,7972,5626,6895,4014,869
23,44,1068955,68233,17816,5825,4244,2670,1669,1490
11,20,371322,299299,9800,7402,28710,14486,6361,1460
10,21,1360048,158543,89086,34723,6594,21350,11313,5881
13,47,251098,23525,83499,5839,18712,12886,7395,2258
26,35,502897,70269,2325,9119,27840,14059,9929,11310
24,35,372434,293291,2136,14256,62889,13381,10696,5378
24,35,3500242,146786,27833,172815,141669,108246,15024,5058
24,35,933693,229452,42733,83649,48403,33188,4991,2158
29,27,1124489,198043,82910,18159,38281,43171,5110,2024
30,8,266144,34065,5836,6375,14975,7037,696,242
14,4,919102,195567,9789,3658,6320,3582,1227,616
16,21,244867,139182,29677,8998,12097,8418,1297,991
13,24,750327,126970,33330,44631,25332,17615,6087,3038
4,30,1302534,350987,110927,52229,17087,29209,11225,15075
17,61,1195260,9132,5594,10465,2650,2233,455,386
20,61,993089,28113,1173,15801,3506,9447,1135,459
34,63,9404,12906,6739,4367,6005,7630,3612,4623
43,51,14456,14243,6625,3654,5519,7982,3408,2937
51,60,7413,17910,14659,9703,12307,3612,4202,3772
51,60,573445,73816,5495,32277,7190,9447,7652,1614
44,57,6081,64667,8297,23892,19058,13932,17580,6878
44,47,24683,43471,4520,4209,7186,14378,8685,4282
47,54,437134,56701,76883,40063,12015,21639,9318,2236
43,56,103560,42730,22071,18175,12826,11394,18318,3722
43,54,41991,62993,7082,21307,6152,14291,14890,2636
38,47,247162,114233,2420,5622,16421,15810,17538,8876
37,30,1512282,79377,22111,13761,24976,11935,9414,1931
41,27,542364,39384,21194,8057,17858,19960,11939,6151
43,37,248028,19666,13665,12816,5276,8374,6177,3072
35,48,906325,54631,27505,16174,17131,13262,9374,3364
35,48,1761132,63912,2824,3627,9079,10492,2265,1728
37,53,849110,89937,59569,65665,36648,66079,15907,4705
34,50,998730,153743,57728,53621,32889,40824,9119,3306
38,66,996041,37896,5369,18093,4954,3443,2546,2033
23,53,451133,503375,60827,6498,7463,10078,8601,6219
14,50,405684,53128,21752,11376,7289,10034,979,1833
4,44,391220,94184,13379,22775,9743,4211,4859,2110
3,40,1213768,190102,35479,35188,11227,12543,6957,4318
11,53,790294,336837,141042,47224,58999,29521,37398,6640
10,44,600110,31026,4645,3131,2265,3484,1648,415
23,47,50359,5864,2459,613,1418,1729,2426,698
26,38,817351,78561,8998,5105,11172,8067,5618,3260
27,29,690003,213283,26186,26832,3587,17517,8381,3708
30,41,886152,28852,20428,19565,9268,11152,1870,1058
21,38,1274622,71643,13316,8938,9414,4514,4731,2536
26,50,1193466,86721,24413,41266,67209,23881,12240,6971
38,57,1623212,65620,53630,18236,27605,41963,21670,32204
41,60,68288,9714,9061,5358,1520,4702,4905,2630
50,61,654868,69339,15614,14879,22648,13274,5565,919
47,63,2518472,278274,128696,87789,159691,53004,19397,10095
43,50,695215,59311,7978,6126,21750,15274,4099,3588
40,43,148453,52257,17304,15512,6390,10465,1732,1020
43,43,48046,11515,487,4356,3890,2898,3682,845
34,26,749502,58876,1819,4544,3105,2025,1252,483
34,26,212627,52880,10485,29106,14789,12166,1570,1612
27,51,637698,10622,10781,16457,1840,4398,3664,426
23,53,158153,144440,65287,15853,1080,27163,30065,6371
20,63,3065460,605381,115299,59922,38455,13515,8168,8119
26,54,1915572,77560,11591,135450,76446,61096,15163,3627
20,54,342980,68601,10843,36407,42759,4362,5061,2269
13,48,1050439,85394,17606,3484,4683,5989,2166,1703
23,43,2572110,239010,33728,14288,13515,20087,4544,2926
11,35,1826377,112582,23864,14976,18994,10119,2821,4706
24,29,54043,17708,1718,6208,7819,4363,2186,996
21,29,217019,301848,24588,56868,19202,15020,12076,6653
20,29,280572,42213,2414,4466,2351,2591,854,1493
21,10,124850,164818,24172,5201,12269,7410,18659,10879
26,13,63368,117181,39596,5202,4143,12012,7029,1436
34,30,5983,13445,12808,7863,3721,5561,6332,1764
30,40,466322,12473,2524,1804,12537,4994,473,216
48,43,7221,22965,1234,6513,3044,9249,2914,2202
63,48,8298,6712,3691,8360,8138,8407,6318,1723
56,37,273054,78763,5988,19285,11772,7292,2749,1596
53,47,11021,9282,826,10054,13065,3096,5012,4570
37,40,350043,150131,8950,7595,6235,7078,7040,3767
34,44,2955,9636,11039,12389,5873,11089,6534,4777
44,40,5219,21445,2479,3613,4614,8020,10777,4723
44,44,110789,38522,29103,12217,9921,13967,13911,4508
56,50,38302,57233,5375,8370,6993,11949,6477,3871
53,40,18022,16780,6266,4882,5312,5348,4068,2533
50,60,27252,16306,12776,16030,2567,9194,4543,2691
41,53,223920,27101,9161,3444,12134,11530,10785,16712
38,38,297898,56787,550,6538,15294,6803,3833,1830
27,11,389564,677961,24777,36477,24744,40834,4133,9663
26,3,1092602,389184,34489,10298,3332,16288,9308,4236
14,7,439437,48407,5742,15393,2995,4643,2229,7872
11,8,1054150,195476,21501,2575,30006,14467,6408,2418
16,21,1522485,239570,40272,62605,61750,32301,6009,2910
29,43,27101,16561,10879,12056,3251,7176,4925,4423
29,40,1382134,423260,102419,60067,35077,38356,12421,8256
34,61,962741,160427,127730,81185,68018,43495,12188,7532
34,61,1621068,24584,10355,4685,3164,1604,892,422
35,64,1670387,110352,42552,29756,45677,24047,9137,1948
35,56,1793954,135985,35849,37760,28422,32253,7224,6292
27,44,89497,76208,7596,2201,14614,2486,2851,1952
26,48,319198,105113,134980,24886,21018,29813,4831,4873
26,48,749190,10889,453,1518,1271,1101,1166,425
26,41,157142,89560,11113,16932,23190,14604,28797,5653
23,43,1053425,71978,5095,35872,8457,11746,6512,1241
26,67,454283,19173,18005,6150,1718,1898,1004,784
26,67,2508813,153915,42506,55223,29016,11568,7238,6695
26,67,1226768,393927,166250,123120,41931,18896,8201,5090
24,64,50118,3196,962,2664,1132,559,191,90
30,54,10453,8199,570,565,2312,2883,2174,1674
35,56,429633,25959,12002,9849,3924,7266,431,494
50,41,797456,2821,798,664,1633,1373,899,552
48,34,71698,14146,2085,4809,5533,1601,1682,203
41,47,149051,1939,489,623,1188,365,127,204
38,48,1565675,313114,210471,145656,165297,66097,30469,29198
26,47,1190704,292198,34618,34039,7788,7135,9708,4092
20,41,957063,151566,6942,24438,15165,9419,3776,3446
21,40,239837,9273,10167,8902,16923,9815,12316,6206
40,30,27681,42864,3978,2517,7349,10165,3774,1869
48,27,992085,161620,13433,27085,80986,31919,4880,1685
51,26,193001,72961,6972,21330,20641,14420,9423,3949
37,38,516310,306883,473226,123325,72294,40182,20562,5916
35,47,1265508,219664,23776,47436,35311,46660,3712,741
34,64,791912,22698,22140,18404,15655,8265,1534,786
37,74,920911,101510,65734,62367,75106,49564,7456,3868
37,74,2012007,93077,24988,16609,90684,26129,3875,1231
41,54,1901079,528080,84440,66966,41311,54683,8386,5803
41,54,306392,131405,24342,24748,58614,50634,9648,3187
41,54,608078,27882,36656,13757,14535,25961,2753,1216
43,57,420711,110439,24654,46466,78509,33643,3399,2873
43,48,847738,98123,29392,22475,46460,24204,4088,863
34,30,896397,101411,1236,19156,33911,7077,10280,1370
35,24,452625,299107,11363,39008,83226,39515,17436,6643
35,21,556352,66822,11841,18923,41170,18421,15645,5391
44,29,22435,13146,12383,13491,11081,16767,11378,7461
48,40,49811,70817,12369,25630,16577,11685,15009,4471
50,69,25739,21128,23057,11325,6597,16221,5484,4365
48,64,5333,17475,6246,10958,18081,13422,5037,7245
51,69,10631,34745,26999,14962,16920,11663,3526,2662
54,67,6773,33366,4376,19822,7968,9036,4024,2584
54,56,20378,45039,14510,4824,6512,19034,4823,2429
53,66,263373,2341,2399,6166,3371,2855,1398,813
44,47,83309,202900,7068,13570,8595,10948,2005,2546
50,41,51632,23952,1254,11603,5320,10913,6959,3073
38,51,22350,34989,15132,17360,8288,4908,4943,3595
30,48,1034435,74847,57814,22333,22309,16211,4790,3538
30,48,1465788,50864,45606,36191,53646,31508,2323,524
30,48,1495747,106157,31982,153919,221078,287381,191663,91874
30,48,1013307,367938,188025,261755,82114,25836,13505,12541
40,63,378047,31935,10400,6289,5109,7344,1756,955
23,66,244943,14143,4657,2244,1709,667,572,156
21,51,71618,46261,6027,3643,3800,2833,979,476
17,57,958473,61924,63733,40304,4055,12170,1804,885
4,48,89271,65504,7201,4656,5374,2452,836,991
11,44,621391,177202,16802,45026,29143,16753,2765,610
7,37,1405202,208887,7213,13873,40564,6396,2465,1711
1,24,1222032,77110,7791,29574,11049,4344,1720,592
1,40,307391,59143,1828,43961,4359,1559,946,532
1,47,10313,259000,30652,103862,13766,11423,4383,2848
1,80,697225,41598,34681,81028,6902,6144,4273,1432
1,84,8849,111673,15281,64354,2515,4715,3500,1577
1,77,22157,178742,1425,60108,12008,7083,1270,1186
7,60,302615,57734,4000,2758,2422,8451,443,624
23,37,556669,539109,327682,216249,168125,160791,36288,5616
29,26,1604738,131716,26916,14294,17172,8246,7216,2332
29,26,486907,14596,3073,31283,11294,13041,1502,284
29,26,949727,47005,39505,15853,22336,12958,3178,1387
27,27,797548,48295,12060,10794,8004,1875,728,501
27,43,861194,17906,5998,5147,4818,4362,1212,1168
27,43,438292,17689,7367,2376,8584,2096,995,584
14,38,182661,33837,4306,1981,6328,2720,1162,183
13,34,170086,20624,3010,733,4290,904,894,360
24,26,1051627,198594,33006,21249,12168,28298,9555,1168
24,34,183929,39568,27312,17035,5933,13455,9109,3712
24,47,525162,60835,26315,14302,9054,6398,4593,3774
14,51,850449,186153,191649,195411,35286,16509,19600,23187
14,51,133877,47518,12055,22770,24014,18354,2746,1940
14,51,2297236,59873,31173,37963,44036,18262,5675,2803
14,51,3078170,127645,49325,36254,10102,7726,2739,1464
21,43,42087,1965,395,951,735,1141,770,219
23,53,38324,23638,24845,26600,10846,6111,6020,3898
35,57,485654,40036,14863,4746,6849,9064,4182,3445
38,57,47037,72571,19638,6445,15956,6996,15076,5056
38,57,66419,21817,11278,8764,29470,13474,13542,5207
47,50,50003,18989,5613,18891,6915,10886,6869,2468
43,50,126172,42503,19495,8102,25572,5876,24334,15289
47,57,118787,63372,23331,18319,6373,11548,5170,3061
26,51,69712,53856,9053,12359,12729,13691,3946,5379
24,48,95335,97499,18481,12374,12223,8112,2618,2105
24,48,1869141,1072648,484043,425140,201634,612708,116546,119275
29,37,18381,7684,722,1234,2719,2546,972,186
20,26,380282,67075,9686,17418,5345,7059,1931,675
20,26,2326168,156340,149078,55029,84838,35428,13785,8265
20,26,1127801,37917,12805,10144,3346,1923,1098,424
27,38,5250,12223,6627,3571,9082,11154,6111,2287
40,60,11066,26040,27540,3752,1726,6643,4003,1900
43,60,118613,72261,14072,20075,16115,11163,6698,730
64,50,849770,32298,15684,9342,41431,68420,14497,2497
41,35,137424,72497,1156,4580,2458,1967,817,981
47,38,1375576,6574,13231,3329,2619,4482,748,551
47,38,384484,14743,3154,5437,9087,2696,2699,813
27,75,598062,4890,2673,4914,1631,382,407,274
27,75,2110123,81971,6294,37883,38410,38633,9726,1438
27,75,704153,132924,19664,65791,88506,103401,9501,12173
27,75,1009796,39973,25296,8732,7187,4800,2211,4579
20,50,29193,23288,763,2250,1044,1613,2106,699
23,38,2082364,52344,3962,5125,11570,10438,3962,1547
21,40,765862,49532,31495,17055,36790,8349,8263,3040
29,24,100091,26007,6787,3255,3880,3319,906,813
43,43,332108,23317,22553,15188,15764,22435,10338,1299
43,43,2540120,52315,13537,2435,9630,7680,1128,475
43,43,424863,97102,21936,32226,26489,23680,2059,1405
30,48,477564,277095,36626,17105,10713,12967,4606,4744
21,34,1023420,176387,23714,18011,24556,19408,2442,935
17,23,340662,11326,2797,1806,2344,3346,1050,405
26,30,1397084,225654,38907,107522,123677,44259,13922,12933
26,30,667443,78829,22918,1696,9033,25165,4865,1837
30,40,806755,92612,38172,28887,3051,13002,3167,1018
30,43,1934691,261479,54666,29758,25869,31545,14511,3280
30,43,907389,60331,97974,53405,4497,31106,1484,1657
26,51,825399,49950,19951,22623,15939,10092,7462,951
30,57,85422,37981,31300,16305,13808,17071,3536,3791
27,48,1038047,307872,40533,12986,20262,12146,8750,5314
16,53,1278521,257618,103145,18606,10583,8571,16484,7148
21,50,164039,41961,15411,9212,3612,13863,6881,2711
17,48,130403,33043,10986,11874,7826,7987,1568,2167
34,47,1327880,358017,32632,64614,172261,87510,19533,12954
34,47,1338052,404287,182314,42878,52467,25061,11244,21333
48,56,1922383,365981,756237,207845,268419,243460,59271,58392
48,56,739367,88301,109087,182974,113850,64641,13809,4804
47,47,298740,15165,2057,1583,7921,2608,775,256
47,47,196989,31146,8438,24996,2845,7170,2947,1308
47,47,85884,16128,3191,6274,9369,5891,6849,1937
40,51,148268,18164,7099,16969,6789,2652,9582,1576
27,61,202974,43049,14111,6068,4538,3066,6492,924
11,38,889014,358172,15105,26212,24150,10121,23077,8394
11,38,1702563,41326,16462,13985,29316,3724,1571,679
11,48,397881,95124,41903,30365,48769,23422,4763,1159
14,53,360833,16920,11749,11668,7461,8018,4465,2409
26,51,974882,71277,6267,9971,5929,2876,1299,609
26,51,1248437,287275,204684,153572,79114,28049,15279,6215
38,48,239830,11974,10890,12474,9528,10975,5610,969
40,57,2961149,74612,106552,57897,162033,34170,20929,6213
57,63,1717429,297062,100779,93719,143744,133223,33902,6959
48,40,814958,127865,29677,18171,97331,13146,8074,2542
40,41,397498,40530,29775,82971,35922,23137,2373,799
40,61,2532576,71224,92211,97582,33228,21043,18130,2994
38,69,74130,16511,13568,4509,5873,4298,4237,1296
34,80,434805,147339,39924,14718,17530,16935,17210,5605
14,50,1745902,318796,42998,42225,24182,16569,7232,3320
21,37,624901,29633,1173,7474,10876,11686,3164,1009
20,41,610925,57725,15181,19111,9980,7564,1464,1381
35,24,152267,31110,734,2778,4662,5789,712,772
14,40,218954,18999,5717,4099,1914,1037,383,238
16,40,259045,196032,17655,13613,7326,8059,1549,1140
8,48,40985,13958,10291,8960,3764,2749,574,325
3,51,66558,27934,6522,1320,1162,1096,460,238
14,41,1340526,978836,99983,133709,213484,202461,21648,11736
35,47,1150740,92644,29368,34736,89505,65385,4222,1154
38,40,1193021,170982,126925,12617,41176,36663,9089,2149
37,37,562865,43398,3191,6775,2176,1418,555,267
38,40,1483719,36809,13643,3627,10397,23502,17260,5273
16,40,58207,4559,260,1347,903,451,221,171
29,44,42847,41707,5928,14098,4791,8061,5297,3640
26,48,138438,148471,37775,48621,54289,36717,3680,4715
26,40,317114,315364,75804,5196,28767,20114,9034,5325
23,56,81531,80158,72866,80463,23704,11836,3545,6842
23,56,60010,44003,7928,16641,13185,8135,5227,1780
27,67,6189,16565,29634,3212,1215,14473,3027,1188
41,83,3779,9143,15531,716,2789,6542,6964,1230
51,83,11035,9322,9786,15793,4000,7025,2512,1778
64,75,11315,9014,2269,805,1306,7074,3367,2251
63,67,19858,4970,4120,5222,5553,11058,6130,3110
63,57,337001,74996,44183,5105,2089,25220,8633,6702
51,80,78406,17419,19168,32326,13619,9207,2729,3166
29,54,914674,374438,33317,16881,102848,11619,4641,1495
16,53,426841,29029,9408,5783,2624,1568,979,411
4,26,1271548,178648,20814,10615,6218,6594,7814,1463
23,44,71679,11013,10764,1672,3610,6182,1701,4410
23,41,265368,119365,20142,21381,1283,5763,1703,648
30,57,20516,18216,2117,12897,8876,8926,10286,1889
26,57,37611,21932,8828,11852,6399,5859,3320,3089
44,56,10761,13610,3133,6180,15612,9881,7205,1727
57,50,9917,15340,503,9048,11118,5712,3806,3234
54,60,1560646,56213,94334,13932,20217,30003,10641,1981
47,64,1162787,112771,100004,31987,39666,10345,6117,5303
43,75,7315,10419,11718,3631,4863,6634,3759,2139
47,66,19288,10002,2413,14797,3831,11622,7038,1297
47,41,676568,100212,5246,4909,22594,5249,2605,1295
29,29,535210,15754,3735,2804,1348,721,135,232
30,8,15623,22255,4514,268,17314,14799,3880,2172
21,20,332974,770014,136486,35284,14347,6967,3623,2646
20,40,1144994,44699,21416,53838,17375,8473,6702,1859
26,41,1717774,126487,43944,18876,21408,13116,5793,4187
17,53,73525,8407,1138,2416,3419,1450,1065,756
47,57,1196647,6380,1036,4828,7524,4354,720,148
51,50,1475,4122,1300,2447,1889,1410,778,1253
56,37,152972,193332,10890,21658,42408,24712,5460,2037
51,47,247508,66636,27219,32733,20311,10088,4493,2672
47,44,21723,25392,3066,7259,5741,6657,1919,1622
47,35,58726,18839,4469,1718,7355,3668,2331,684
41,50,139036,62901,29506,1519,4392,6264,2567,924
40,34,856459,87925,4365,9875,12700,5211,2918,1431
30,29,255846,66847,9914,6239,7490,5035,3970,1838
16,30,426950,179152,33658,10800,4857,4399,6183,3306
16,30,274578,84134,14154,36664,60010,40904,23226,16136
16,30,765503,133527,57888,31943,9044,6872,1544,2705
16,30,1309208,95367,90404,93102,39615,46596,19958,3544
16,30,1396344,130746,15323,27435,128909,77108,53198,23030
17,27,111236,21958,2472,7015,2639,2827,1167,255
17,27,1163554,29574,5477,12934,11195,10208,4191,675
11,48,332566,77435,8614,28267,6220,4683,2829,1564
13,35,665311,236097,13087,3264,10962,7426,3253,2365
11,29,1202445,91001,14728,10336,11708,6773,7696,5511
16,24,185159,171400,29520,14480,11786,12117,7160,4687
27,44,356619,180923,28595,39578,48536,18885,3737,1373
29,40,1239253,224622,22644,25732,19306,19314,3195,1050
24,47,2528663,134317,51288,6580,16510,4680,1606,1165
34,35,31735,68791,8421,6046,28083,11902,8461,6666
29,29,1676991,802694,56025,36816,39393,38561,11306,1810
29,29,372655,14784,4910,928,1111,965,317,171
37,21,165878,23445,4289,365,1085,1261,246,115
30,34,292832,46098,11126,13125,7413,5906,3528,2156
35,48,1668531,284244,84102,59233,34218,29554,10925,13503
35,48,531101,24917,5657,4652,1595,1958,655,260
35,48,738712,62280,5845,10553,4101,1952,1590,453
35,48,2335836,83446,97597,76792,70355,96427,10766,3177
23,34,669717,212267,15303,15169,14447,9605,12585,2239
26,30,40011,57564,7202,4164,4452,5589,7129,2547
26,30
