attention,meditation,delta,theta,lowAplha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
53,64,11860,12747,4453,7144,5356,5485,2530,2213
50,57,25731,68535,4238,11821,7733,4632,2209,2263
57,63,14069,10499,7754,5570,3810,5194,9463,1191
48,53,173228,88859,9377,3448,3843,11168,4776,2254
47,54,45089,37808,17222,19094,7149,13615,2680,1668
41,60,107282,90032,27822,3627,8985,3968,3795,1716
41,60,58983,19877,19656,12961,14471,11531,5470,1650
38,66,215397,61149,10242,7079,6335,5914,1081,2078
26,48,414842,533746,8709,51698,25204,31367,5084,3929
41,29,702711,76901,1613,5651,54681,14133,4916,3191
37,27,2789633,218069,97178,80344,11795,56240,10232,3608
37,44,979867,156333,60108,31281,19762,17122,3205,1673
23,64,327176,69176,18446,11189,2662,4447,1258,410
16,50,274927,119336,9990,12106,19716,8970,2361,1226
13,57,601430,156627,86792,22847,26528,11805,3974,3789
20,51,76295,72726,14049,9893,12554,13367,5957,1803
35,53,100483,157492,14430,129517,58491,62994,17529,2883
35,53,657719,260316,12430,33850,97219,60064,14644,3145
35,53,237654,16040,16853,19122,14758,11428,1296,1270
35,53,823896,102643,68486,37507,18222,4317,1590,1375
50,60,1628174,38065,18627,24085,5887,7627,5173,1413
50,60,50091,43381,25562,4746,8412,6054,1011,363
50,60,536992,45792,11770,21140,13451,10277,4064,1026
50,60,287568,7035,1480,5584,4934,4475,1482,429
63,54,97877,13548,3649,4037,5724,3558,1055,184
57,75,2371154,68274,96397,210675,90477,29180,10325,1871
54,69,28909,26187,6006,5177,4079,6163,4168,1412
54,77,2435781,116325,60182,71510,90489,81719,11261,5677
54,77,887983,488375,5853,56250,25346,42832,9625,6450
48,87,665108,67812,71879,17217,18704,11600,938,799
43,67,1974115,300069,68957,33136,30975,22010,3113,1919
41,77,619599,140045,106015,24553,23314,39264,5987,2839
30,80,74980,110709,20914,94090,37706,23929,7550,3207
29,64,222579,50444,8019,6108,9125,3804,4398,617
34,66,244188,17998,5752,10879,3268,4013,1226,483
40,60,521236,78247,4532,15128,11012,9284,2773,1057
38,54,2674419,478126,45085,63873,76671,50172,9500,2228
27,29,1474414,145810,7724,2565,17289,5832,2838,914
37,37,1821995,94179,138586,93859,113536,76208,23950,3323
26,47,140754,32847,15423,8230,12100,2283,1870,426
20,54,476234,37947,11368,8100,4934,2767,1530,704
24,84,305128,20411,29243,4482,5259,3379,1356,546
17,78,338934,60559,21884,12122,14599,11277,2380,1316
23,63,751361,138690,11763,7177,30229,10938,2952,1665
24,48,673363,141764,9553,5687,8679,7815,6290,2497
26,38,128298,38677,15984,4850,7229,4493,3298,1017
29,48,46971,6189,4202,7564,789,3074,639,1224
41,61,232958,32034,14288,10659,13611,12787,3559,1694
41,61,2889823,545178,91112,43151,140118,118105,4088,3509
41,61,433954,203408,22363,17903,14830,26356,2664,2306
41,61,889786,116304,72749,34380,17420,7974,1651,1624
41,61,1605331,57942,54303,151929,69989,75556,34905,18495
35,69,671081,131011,10048,24752,25177,4467,3221,1267
35,69,544947,10636,1259,2107,2219,2117,259,121
43,61,236384,12398,755,2350,1593,2847,502,254
43,61,932255,133369,94863,35481,28084,39167,10627,677
26,47,2995257,148636,929,48659,28283,6202,3300,2065
