attention,meditation,delta,theta,lowAplha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
48,26,1993827,213158,98967,94657,112048,111477,231132,94445
48,26,524054,83820,17211,35244,29335,85975,41815,49735
48,26,953950,104853,11022,14626,32185,15900,14812,10112
37,1,1358597,711421,75865,50992,159368,63202,38987,15911
37,1,505578,299329,98888,63541,170810,174886,43045,133319
37,1,1336820,104458,72259,48699,94401,32660,64719,57515
37,1,325732,117017,20841,28831,34426,15320,2725,563
37,1,264484,206282,10441,9906,28989,37928,54142,115937
37,1,1393891,340976,222174,152109,76311,33686,20187,26190
37,1,1433520,222799,14561,51587,84897,43584,18278,2321
37,1,1828778,54786,5679,15705,30113,13919,4530,2837
13,16,1695440,34363,51863,16919,20839,6192,14046,3206
13,16,1109731,119336,51002,23746,13024,25503,20471,9288
13,16,519709,366034,23673,16600,61977,38772,34025,11580
13,16,1226573,44605,39439,2410,4283,4666,5534,2888
13,16,377648,35233,6047,5362,4108,2179,1771,876
13,16,332753,44898,37084,32461,10294,28561,2471,2713
13,16,511989,16594,12493,11478,10269,9253,3331,749
13,16,296995,16775,4691,21616,27767,87585,11581,4750
13,16,1055257,97014,11110,24719,51928,87692,21138,7829
13,16,892877,29904,7612,6562,9436,16450,13231,14125
13,16,1675149,212315,21475,52518,20399,110279,46841,32094
13,16,9660,3807,1358,1049,472,282,126,59
13,16,291981,169953,7708,20140,28730,18092,2736,2349
13,16,1665385,245028,69128,45596,40090,42119,40179,16505
13,16,557571,93886,24011,11242,35249,19510,14329,10215
13,16,40366,37957,7488,2918,1631,9354,7742,2704
13,16,506738,161014,20369,21317,15305,71791,52696,13585
23,43,574240,4755,6005,3717,8068,8358,5446,1750
30,56,29958,44581,8475,6477,21420,10175,4726,3969
40,77,132340,86185,24471,29092,26625,17241,10107,738
40,77,2196384,81089,23448,8776,29703,33676,9396,3533
40,77,1035742,159031,70704,50929,43292,40085,14148,16882
51,61,53082,7293,1519,1055,2618,1129,302,567
30,69,1906123,23196,12734,8309,4055,2685,1167,731
23,57,220234,614606,6966,41417,81839,48625,49984,27729
26,60,752196,67495,29981,23088,21648,23425,5598,3600
34,53,244248,98108,1656,21085,53851,30600,6611,1808
38,23,695243,571280,47795,39194,27097,63385,22713,11266
38,23,1485664,123419,48300,27249,44319,117444,99964,52226
38,23,276037,29405,5292,12180,9278,12362,9665,3959
38,23,600698,25199,5599,2339,3971,5305,1485,423
44,54,641358,17354,6344,5738,8548,10879,4200,1259
44,54,1038800,58024,54578,17129,42595,46240,18390,19526
41,53,306326,26737,3296,3621,6514,6642,2256,5712
47,66,673494,853396,311054,37371,240908,204272,104198,84548
47,66,3420792,601498,116199,292010,562956,574381,218745,231304
43,60,157276,80055,13604,18239,25089,10180,3303,1213
48,63,755123,62179,39244,8416,23431,39140,15137,26527
47,54,184635,75319,6721,9698,77753,14851,6189,3416
47,54,806529,205982,8355,36153,111416,39586,10883,3503
47,54,1305874,59128,23221,9212,6406,3404,1985,857
43,56,141499,27906,9032,5813,16168,4299,2168,2055
40,67,209554,12976,6370,1614,1766,1253,1749,253
37,67,219999,198060,38215,71134,34568,81496,21645,6238
37,67,238903,12372,3417,5726,3584,3352,2621,432
37,67,995442,435703,158274,299530,491660,153597,38141,136195
37,67,911732,5820,3268,1165,3156,2555,246,231
37,94,2217712,595890,259814,173970,85542,184109,99479,19136
26,69,962115,1705765,80702,51610,49225,71010,38098,12269
29,47,307947,34098,668,5307,8756,2817,2550,613
20,23,2070014,517863,46381,9111,31974,51739,35499,5672
20,23,1169964,721326,244191,250904,102324,60850,23053,13287
20,23,427084,650505,309223,76078,102560,307722,170928,213586
20,23,439156,133950,37637,12550,19956,22903,2510,1925
20,23,1277586,1303319,269552,496976,608096,242790,83481,138636
20,23,732860,96450,128668,118987,149084,248955,117991,116472
20,23,744424,369685,39981,132395,95408,81386,137542,71754
20,23,1540881,838669,376463,166609,125468,348467,182151,34503
20,23,757510,129069,31003,24219,68205,63469,54884,15689
20,23,373938,28870,6940,13666,12031,7703,3885,1651
20,23,1001875,57992,9114,43297,36738,47577,48236,28161
20,23,1328715,120351,64925,17998,38875,63813,43450,22289
20,23,566881,86519,53039,21209,28547,75867,17084,28397
20,23,725737,288734,94423,73592,46567,60464,32960,13214
20,23,93898,1042,2548,4900,4256,11935,10582,5964
20,23,1895117,536698,237637,124105,59994,175924,52379,70436
20,23,70490,79685,6824,9587,13757,3570,10210,3484
23,29,412461,32471,72135,25416,22034,32517,17021,3185
23,29,711609,24298,4189,3976,4017,2723,1016,956
35,57,2587824,158130,26235,112014,46302,44404,8846,5648
35,57,2847891,180770,44925,22598,7816,8082,6737,2650
35,57,127814,14546,20457,5370,7024,14014,12306,5261
35,57,1309455,839970,420029,385011,749832,601186,428708,395240
35,57,1267341,94288,18404,25950,34657,15744,20387,12856
35,57,1766110,262694,26918,15079,23653,33524,17632,13358
35,57,1493129,373787,55534,101434,85056,57153,47259,79224
35,57,353257,7569,6513,2336,899,1012,166,229
35,57,498661,432347,342618,438543,422417,64141,416457,269908
35,57,565747,35235,34955,7280,16695,13627,18677,6796
35,57,436209,39840,9416,15499,10837,12189,40292,7690
35,57,1973723,92579,96243,48844,79579,74051,29675,6256
35,57,1693666,384977,106773,18955,194456,121121,75088,107692
35,57,750831,62432,16117,4504,3180,10814,6130,1267
35,57,1592109,250905,113320,114619,146298,56008,74567,14329
35,57,170358,123819,25648,26258,56739,23165,35369,10805
43,63,224282,1684133,145084,287355,221616,398922,156423,37034
43,63,1983545,99369,34910,83637,42913,95356,59261,24426
43,63,737912,35078,12154,23137,16555,33430,10253,6294
43,63,622256,86547,47447,123447,91688,154498,32811,10330
43,63,517470,202833,60419,44088,25423,21725,23432,6672
56,90,1284710,209513,95074,228892,152689,217038,92835,20957
56,90,828724,490521,82448,175215,157451,145094,76409,13222
56,90,1130499,122877,80868,70877,70750,47341,30691,13276
40,83,614516,34741,18128,10668,4104,2632,1861,428
38,80,779482,283615,52013,111806,32395,45955,8863,14155
38,80,770007,425552,210906,165981,34201,75335,92304,70273
38,80,272173,10855,33228,46234,47711,23081,27796,24696
38,80,2345629,64978,18735,29540,46815,28948,27504,8401
38,80,615161,202469,109488,23838,51650,34891,18919,5883
29,80,71607,22888,1571,4213,4516,2428,1835,522
17,69,27368,13052,1930,3185,2035,1962,968,1273
27,63,842255,178122,44296,81111,70090,32802,8026,4575
27,63,997781,318860,45481,18264,22095,51871,24109,21771
34,63,802117,38887,2480,29002,14542,13781,5799,5334
43,70,59609,16641,6216,8839,21189,7331,6133,746
43,70,329785,49703,22192,7063,3096,6261,4358,1521
43,70,659678,79112,7919,16235,22170,8402,10577,1178
43,70,508692,334764,212660,168601,276766,54614,10486,15928
43,70,1451980,139631,45207,140779,203086,360508,73083,33589
56,91,272821,13151,22218,60714,21456,44052,15124,3094
56,91,57219,13275,4303,7366,5476,9467,3331,3503
56,91,1753868,254041,135768,93059,103785,101665,73598,39421
56,91,171679,12110,5271,3610,10909,7910,18095,5025
56,93,989663,1270698,642528,242836,212031,277911,198567,27260
56,93,1696845,115101,29467,23106,88119,71706,13321,2616
56,93,1174187,111497,7772,15264,7527,12416,3617,988
56,93,582914,170496,40897,110811,57026,74001,19991,35676
56,93,402551,10786,488,1251,1749,1676,1515,92
56,93,557058,63644,21337,19309,8789,11886,10693,9134
56,93,728106,14029,52741,14143,19340,29374,5612,7807
56,93,1967671,115967,18206,23330,105384,45429,47457,10894
56,93,761331,48197,74544,33013,45504,73071,143159,87465
56,93,405326,340149,13502,44381,59091,41689,17865,12836
56,93,1530389,114549,12559,47199,104315,60982,35873,90746
56,93,693447,612821,203374,210386,224207,180573,134108,59169
